QPstart_time
342.6
665.6
727.8
837.4
874.2
963.2
1168.8
1305.4
1456.2
1531.6
1774.2
1934.0
2042.4
2098.0
2858.2
2892.0
2975.2
3542.0
3754.0
3862.2
3958.2
4072.2
4477.6
4536.6
4887.6
5011.6
5496.0
5630.8
6069.6
6192.6
6560.2
6681.6
6918.0
6950.8
7320.2
7519.2
7689.6
8122.6
8399.8
8670.6
8848.0
9060.4
9162.0
9370.2
9629.2
9710.4
10197.8
10501.8
10595.2
11073.4
11109.4
11229.2
11392.8
11465.0
11626.4
11659.2
11812.4
12054.2
12702.8
12782.2
13321.0
13409.0
13746.4
13957.6
14083.6
14370.0
14833.2
14936.8
15169.2
15370.2
15451.0
15619.4
15809.4
15886.0
16096.8
16186.2
16227.0
16406.2
16656.0
16704.2
16850.8
17319.2
17803.2
18125.0
18349.4
18611.4
18754.8
18949.8
19010.8
19295.2
19340.2
19576.0
19926.6
19983.0
20143.2
20192.6
21320.6
21432.0
21495.6
21547.8
21657.8
21751.4
21924.8
22148.6
22476.8
22671.2
23157.4
23277.8
23317.6
23380.6
23676.6
24351.2
25504.0
25670.2
25846.4
25897.6
26417.8
26567.2
26637.2
26845.6
27097.8
27293.8
27401.6
27685.2
27933.8
28081.0
28217.6
28336.0
28425.2
28717.4
28875.2
28940.2
29523.2
29587.4
29859.6
30267.4
30793.2
31236.8
31274.0
31639.0
32021.8
32717.6
33032.8
33490.6
33588.2
33846.0
34086.8
34439.8
34546.4
34623.6
34821.8
35049.6
35187.0
35367.6
35595.8
35793.8
