,0,1,2,3,4,label
0,1.8337224316781864,2.069534186955688,1.5798547505342686,1.3300400377494492,0.964659403147472,0.0
1,2.069534186955688,1.5798547505342686,1.3300400377494492,0.964659403147472,0.5872193609152232,0.0
2,1.5798547505342686,1.3300400377494492,0.964659403147472,0.5872193609152232,0.3699932179210119,0.0
3,1.3300400377494492,0.964659403147472,0.5872193609152232,0.3699932179210119,0.5711111192003937,0.0
4,0.964659403147472,0.5872193609152232,0.3699932179210119,0.5711111192003937,0.8968252311545966,0.0
5,0.5872193609152232,0.3699932179210119,0.5711111192003937,0.8968252311545966,1.4699184305167368,0.0
6,0.5711111192003937,0.8968252311545966,1.4699184305167368,1.6674990473132922,1.548361252761108,0.0
7,0.5711111192003937,0.8968252311545966,1.4699184305167368,1.6674990473132922,1.548361252761108,0.0
8,0.8968252311545966,1.4699184305167368,1.6674990473132922,1.548361252761108,0.917004832454662,0.0
9,1.4699184305167368,1.6674990473132922,1.548361252761108,0.917004832454662,0.7922055426049157,0.0
10,1.4699184305167368,1.6674990473132922,1.548361252761108,0.917004832454662,0.7922055426049157,0.0
11,1.548361252761108,0.917004832454662,0.7922055426049157,1.128139479357202,1.112909608378474,0.0
12,0.917004832454662,0.7922055426049157,1.128139479357202,1.112909608378474,0.7559068405906633,0.0
13,1.128139479357202,1.112909608378474,0.7559068405906633,0.4223530835730704,0.2881479820674171,0.0
14,1.112909608378474,0.7559068405906633,0.4223530835730704,0.2881479820674171,0.2970075694719387,0.0
15,0.7559068405906633,0.4223530835730704,0.2881479820674171,0.2970075694719387,0.2244059544484722,0.0
16,0.4223530835730704,0.2881479820674171,0.2970075694719387,0.2244059544484722,0.2958493152570485,0.0
17,0.2881479820674171,0.2970075694719387,0.2244059544484722,0.2958493152570485,0.6593522433659604,0.0
18,0.2881479820674171,0.2970075694719387,0.2244059544484722,0.2958493152570485,0.6593522433659604,0.0
19,0.2970075694719387,0.2244059544484722,0.2958493152570485,0.6593522433659604,0.9700400947697884,0.0
20,0.2244059544484722,0.2958493152570485,0.6593522433659604,0.9700400947697884,1.2624995149668816,0.0
21,0.6593522433659604,0.9700400947697884,1.2624995149668816,1.4317858966540653,1.4451065216875358,0.0
22,0.6593522433659604,0.9700400947697884,1.2624995149668816,1.4317858966540653,1.4451065216875358,0.0
23,0.9700400947697884,1.2624995149668816,1.4317858966540653,1.4451065216875358,1.795966887415288,0.0
24,1.2624995149668816,1.4317858966540653,1.4451065216875358,1.795966887415288,1.7106106402119714,0.0
25,1.4317858966540653,1.4451065216875358,1.795966887415288,1.7106106402119714,1.810326814259157,0.0
26,1.4451065216875358,1.795966887415288,1.7106106402119714,1.810326814259157,1.8388940702493264,0.0
27,1.795966887415288,1.7106106402119714,1.810326814259157,1.8388940702493264,2.3141881569540024,0.0
28,1.7106106402119714,1.810326814259157,1.8388940702493264,2.3141881569540024,2.209496010423062,0.0
29,1.810326814259157,1.8388940702493264,2.3141881569540024,2.209496010423062,1.959668448226908,0.0
30,1.8388940702493264,2.3141881569540024,2.209496010423062,1.959668448226908,1.1479517417356266,0.0
31,2.3141881569540024,2.209496010423062,1.959668448226908,1.1479517417356266,0.5201340511533958,0.0
32,2.209496010423062,1.959668448226908,1.1479517417356266,0.5201340511533958,0.426960014283444,0.0
33,1.959668448226908,1.1479517417356266,0.5201340511533958,0.426960014283444,0.5721816453022388,0.0
34,1.1479517417356266,0.5201340511533958,0.426960014283444,0.5721816453022388,0.9765033536676349,0.0
35,0.5201340511533958,0.426960014283444,0.5721816453022388,0.9765033536676349,1.1313570581777954,0.0
36,0.426960014283444,0.5721816453022388,0.9765033536676349,1.1313570581777954,1.1215581581187894,0.0
37,0.5721816453022388,0.9765033536676349,1.1313570581777954,1.1215581581187894,0.811141990338462,0.0
38,0.9765033536676349,1.1313570581777954,1.1215581581187894,0.811141990338462,0.5117096783097219,0.0
39,1.1313570581777954,1.1215581581187894,0.811141990338462,0.5117096783097219,0.2432933475127008,0.0
40,1.1215581581187894,0.811141990338462,0.5117096783097219,0.2432933475127008,0.4125104704445848,0.0
41,0.811141990338462,0.5117096783097219,0.2432933475127008,0.4125104704445848,0.3550764962214714,0.0
42,0.811141990338462,0.5117096783097219,0.2432933475127008,0.4125104704445848,0.3550764962214714,0.0
43,0.5117096783097219,0.2432933475127008,0.4125104704445848,0.3550764962214714,0.6429914297035433,0.0
44,0.2432933475127008,0.4125104704445848,0.3550764962214714,0.6429914297035433,1.1104519394532408,0.0
