QPstart_time
33.4
115.4
199.0
298.8
447.2
511.0
600.6
635.2
686.0
768.0
938.2
981.8
1121.6
1258.2
1360.4
1436.4
1498.4
1623.6
1754.2
1861.2
1942.8
2106.6
2142.8
2218.4
2508.2
2568.4
2624.6
2772.8
2828.2
2915.2
3008.4
3070.4
3133.0
3237.2
3311.4
3371.8
3421.4
3459.6
3610.2
3795.2
3972.6
4034.8
4080.6
4149.8
4192.8
4239.6
4333.8
4483.0
4704.4
4789.6
4825.0
4870.6
4942.8
5039.6
5130.2
5241.4
5358.2
5532.2
5616.0
5689.4
5868.8
5992.6
6125.4
6290.2
6402.8
6465.6
6516.6
6559.6
6662.8
6796.0
6865.2
7039.4
