QPstart_time
66.0
217.0
322.8
424.4
634.4
692.6
785.4
910.6
1005.0
1082.0
1118.8
1244.4
1300.8
1395.0
1465.6
1557.6
1653.2
1792.8
1961.8
2165.4
2262.6
2376.8
2441.6
2558.0
2613.8
2670.2
2740.6
2960.6
2995.4
3244.2
3471.6
3591.8
3714.4
3823.8
3892.6
4138.4
4278.0
4383.0
4491.6
4684.8
4768.6
5035.6
5132.2
5215.0
5269.4
5402.4
5564.8
5782.2
5847.6
6245.6
6391.6
6576.4
6648.8
6787.0
6961.4
7067.2
7183.8
7372.2
7553.0
7730.4
7795.6
7897.0
8054.6
8117.6
8154.6
8410.8
8470.2
8543.4
8599.4
8688.4
8720.6
8802.2
8997.6
9199.0
9404.6
9602.8
9664.8
9855.4
9949.2
10078.4
10172.6
10226.2
10263.2
10373.6
10460.2
10572.4
10648.4
10746.8
10981.4
11388.6
11449.2
11535.2
11663.4
11945.0
12174.2
12262.4
12349.6
12397.4
12552.6
12832.0
12916.2
12994.8
13121.0
13333.2
13411.8
13450.8
13752.4
14047.0
14225.2
14340.2
14402.2
14564.8
14687.2
14806.4
14965.8
15099.8
15218.0
15366.6
15405.2
15444.6
15603.8
15792.6
15839.4
15925.4
16001.0
16114.0
16239.0
16403.6
16482.2
16588.6
16681.8
16906.4
16967.6
17211.8
17326.2
17399.0
17454.8
17553.6
17604.8
17665.0
17864.4
18046.6
18154.8
18263.2
18369.0
18549.0
18734.6
18799.4
18942.6
19192.2
19329.8
19425.2
19581.0
19679.6
19812.2
19996.4
20288.4
20401.0
20497.0
20594.2
20674.0
20753.2
20918.4
21059.6
21111.2
21189.2
21281.4
21327.6
21458.2
21544.6
21790.0
21853.2
21933.4
22008.4
22048.4
22162.2
22314.0
22366.4
22575.6
22737.2
22983.0
23055.4
23200.0
23273.8
23330.8
23628.0
23729.6
23892.0
24048.0
24272.2
24412.8
24461.8
24660.8
24701.6
24812.0
24887.8
24959.8
25047.0
25185.8
25372.2
25405.2
25623.6
25658.6
25805.6
25948.0
26061.8
26163.4
26250.0
26355.4
26508.6
26611.2
26730.2
26865.6
26979.8
27059.0
27105.0
27182.8
27422.2
27529.8
27587.6
27626.0
27708.4
27806.0
27885.8
28002.2
28070.2
28103.8
28198.4
28261.6
28375.6
28456.6
28665.4
28700.6
28867.2
28948.8
29234.2
29534.2
29607.4
29707.4
29796.4
29843.2
30160.8
30290.0
30357.6
30586.6
30652.4
30777.4
30948.6
31061.6
31144.6
31201.6
31313.2
31381.6
31485.2
31637.6
31695.2
31837.2
31993.8
32057.8
32199.0
32230.0
32469.0
32557.6
32599.2
32634.6
32711.8
32874.4
32959.4
33079.4
33206.0
33261.8
33404.8
33617.4
33730.0
33816.0
33857.0
34045.6
34146.8
34208.4
34333.0
34498.2
34572.6
34621.6
34727.8
34787.2
35000.6
35215.4
35356.4
35579.0
35647.8
35782.8
35911.6
