QPstart_time
612.8
893.0
1634.6
1753.0
1891.8
2289.2
2683.4
2898.4
3471.4
5591.8
6161.6
6415.4
6803.8
6949.2
7462.8
8909.4
9985.6
10081.0
10223.0
11126.8
11496.8
11980.0
13539.6
14258.2
14560.6
14782.6
15122.4
15657.6
16238.0
16276.0
16873.2
17136.4
17923.6
18843.4
19296.6
19726.0
21695.4
21897.6
23593.6
23761.6
23803.4
23885.6
23958.4
25169.6
27313.0
27438.2
27638.4
27686.6
28956.0
29333.0
29382.2
29545.0
29624.4
29750.8
30337.6
30440.6
30925.6
32021.8
32654.4
33518.6
33603.4
34683.8
35167.2
35574.4
35807.0
