t,Delta_t,x_wf,y_wf,z_wf,phi_wf,psi_wf,theta_wf,zeta
[s],[s],[m],[m],[m],[rad],[rad],[rad],[m]
4303.6,0.2,-0.01943881,0.05086759,-0.009121903,-0.002617734,0.0005080214,0.001818728,1.118269
4303.8,0.2,-0.02092796,0.04982818,0.01283583,-0.002203213,0.0005938261,0.002233924,1.284603
4304.0,0.2,-0.02182975,0.0466998,0.03575135,-0.001753888,0.00065084,0.002571544,1.324879
4304.2,0.2,-0.02220762,0.04166854,0.05850125,-0.001271776,0.0006862946,0.002820846,1.223968
4304.4,0.2,-0.02211801,0.03498316,0.07984807,-0.0007559987,0.0007079005,0.002979445,0.9919497
4304.6,0.2,-0.02159431,0.02692994,0.09853933,-0.0002052358,0.000722013,0.003052039,0.6694559
4304.8,0.2,-0.02063658,0.0178095,0.1134112,0.0003795358,0.0007321419,0.00304808,0.3219343
4305.0,0.2,-0.01920947,0.007920132,0.1234837,0.0009927003,0.0007381443,0.002978915,0.02180351
4305.2,0.2,-0.01724912,-0.002449478,0.1280372,0.001622649,0.0007362932,0.00285496,-0.1759074
4305.4,0.2,-0.01467787,-0.01301809,0.1266627,0.002251777,0.0007202131,0.00268347,-0.2540741
4305.6,0.2,-0.01142407,-0.02350311,0.1192842,0.002857856,0.0006824809,0.00246732,-0.2398774
4305.8,0.2,-0.007442974,-0.03360981,0.1061546,0.003416473,0.0006165301,0.002204934,-0.1924529
4306.0,0.2,-0.002734937,-0.04302389,0.0878307,0.00390397,0.0005184345,0.00189128,-0.1759272
4306.2,0.2,0.00264242,-0.05141213,0.06513189,0.004300206,0.0003881723,0.001519593,-0.2295589
4306.4,0.2,0.00856984,-0.0584333,0.0390899,0.004590546,0.0002300985,0.001083374,-0.3490064
4306.6,0.2,0.0148701,-0.06375914,0.01089231,0.004766686,5.253757e-05,0.0005782255,-0.4881805
4306.8,0.2,0.0213185,-0.06710199,-0.01817662,0.004826273,-0.0001333935,3.165896e-06,-0.5816065
4307.0,0.2,0.02765792,-0.06824395,-0.04679695,0.004771556,-0.0003154534,-0.000638697,-0.5772626
4307.2,0.2,0.03361585,-0.06706151,-0.07367492,0.004607535,-0.0004820674,-0.001340066,-0.4644216
4307.4,0.2,0.03892106,-0.06354069,-0.0976046,0.004340187,-0.0006238712,-0.002089686,-0.2829563
4307.6,0.2,0.04331797,-0.05777953,-0.1175271,0.003975209,-0.0007347274,-0.002872602,-0.1090597
4307.8,0.2,0.04657802,-0.04997775,-0.1325844,0.003517576,-0.0008120777,-0.003670185,-0.02336472
4308.0,0.2,0.04850775,-0.04041572,-0.1421637,0.002971938,-0.0008566543,-0.004459839,-0.07568588
4308.2,0.2,0.04895419,-0.02942723,-0.1459293,0.002343657,-0.0008717079,-0.005214474,-0.262136
4308.4,0.2,0.04780847,-0.01737108,-0.1438388,0.001640157,-0.0008619814,-0.005902039,-0.5245672
4308.6,0.2,0.04500832,-0.004606375,-0.136144,0.0008722169,-0.0008326705,-0.006485502,-0.7720731
4308.8,0.2,0.04054026,0.00852513,-0.1233749,5.488524e-05,-0.0007885604,-0.00692367,-0.914627
4309.0,0.2,0.03444165,0.02170772,-0.1063096,-0.0007921898,-0.0007334529,-0.007173072,-0.8942862
4309.2,0.2,0.02680269,0.03465176,-0.08593198,-0.001645116,-0.0006699142,-0.007190953,-0.7016323
4309.4,0.2,0.01776782,0.04708666,-0.06337624,-0.002476797,-0.0005993158,-0.006939142,-0.3726846
4309.6,0.2,0.007536354,0.05874954,-0.03986223,-0.003258591,-0.0005221008,-0.006388355,0.02954675
4309.8,0.2,-0.00363848,0.069373,-0.01662103,-0.003962422,-0.0004381967,-0.005522361,0.4387257
4310.0,0.2,-0.0154525,0.07867548,0.00518495,-0.004563143,-0.0003474864,-0.004341433,0.8033962
4310.2,0.2,-0.02755622,0.08635751,0.02454233,-0.005040817,-0.0002502512,-0.002864586,1.09357
4310.4,0.2,-0.03956365,0.09210648,0.04065931,-0.005382547,-0.0001474956,-0.001130291,1.296272
4310.6,0.2,-0.05106481,0.09561138,0.05302134,-0.005583467,-4.107656e-05,0.0008044538,1.405939
4310.8,0.2,-0.0616419,0.09658686,0.06142091,-0.005646614,6.640924e-05,0.002866615,1.417006
4311.0,0.2,-0.07088852,0.09480426,0.06595607,-0.005581588,0.0001719725,0.004970951,1.323279
4311.2,0.2,-0.07843087,0.0901249,0.06699713,-0.005402218,0.0002727363,0.007024838,1.123847
4311.4,0.2,-0.08394869,0.08252962,0.06512702,-0.005123694,0.0003664638,0.008933708,0.8310821
4311.6,0.2,-0.08719349,0.07213869,0.06106594,-0.004759828,0.0004519491,0.01060664,0.4750251
4311.8,0.2,-0.08800183,0.05921716,0.05559292,-0.004321091,0.0005291382,0.01196173,0.1004456
4312.0,0.2,-0.08630154,0.04416414,0.04947655,-0.003813891,0.000598926,0.01293072,-0.2431512
4312.2,0.2,-0.0821106,0.02748706,0.04342285,-0.003241209,0.0006626785,0.01346261,-0.5147091
4312.4,0.2,-0.07552941,0.00976581,0.03804309,-0.00260435,0.0007216234,0.013526,-0.6926669
4312.6,0.2,-0.06672839,-0.008387338,0.03383887,-0.00190527,0.0007762959,0.01310996,-0.7796978
4312.8,0.2,-0.05593382,-0.02636533,0.03119852,-0.001148807,0.0008262005,0.01222351,-0.799798
4313.0,0.2,-0.04341448,-0.04359698,0.03039795,-0.0003442832,0.000869769,0.01089403,-0.7892486
4313.2,0.2,-0.02947091,-0.05956846,0.03160084,0.0004938545,0.0009045784,0.009164751,-0.7846174
4313.4,0.2,-0.01442803,-0.07383612,0.03485582,0.001346351,0.00092771,0.007091894,-0.8110765
4313.6,0.2,0.001369284,-0.08603279,0.04009132,0.002190194,0.0009360939,0.004741653,-0.8735507
4313.8,0.2,0.01755911,-0.09587013,0.04711034,0.003000062,0.00092673,0.002187423,-0.9524478
4314.0,0.2,0.03376511,-0.1031389,0.05558732,0.003749901,0.0008967624,-0.0004926779,-1.005367
4314.2,0.2,0.04960013,-0.1077071,0.06506901,0.004414458,0.0008434852,-0.00321792,-0.9758238
4314.4,0.2,0.06467134,-0.1095165,0.0749796,0.004970771,0.0007644125,-0.005906779,-0.8088586
4314.6,0.2,0.07858689,-0.1085755,0.0846308,0.005399648,0.0006575276,-0.008478545,-0.470987
4314.8,0.2,0.090964,-0.1049507,0.09323783,0.0056871,0.0005217439,-0.01085482,0.03103337
4315.0,0.2,0.1014384,-0.0987564,0.099944,0.005825597,0.0003574968,-0.012961,0.6400888
4315.2,0.2,0.109675,-0.09014771,0.1038569,0.005814853,0.0001672888,-0.0147278,1.253794
4315.4,0.2,0.1153803,-0.0793173,0.1040989,0.005661868,-4.401404e-05,-0.01609291,1.746829
4315.6,0.2,0.1183159,-0.0664986,0.09987186,0.005380025,-0.0002692775,-0.01700292,2.005702
4315.8,0.2,0.1183127,-0.05197368,0.09053186,0.00498729,-0.0004996124,-0.01741539,1.964758
4316.0,0.2,0.1152848,-0.03608236,0.07566693,0.004503824,-0.0007251928,-0.01730127,1.629771
4316.2,0.2,0.1092393,-0.01922779,0.05516564,0.003949499,-0.0009361756,-0.01664731,1.078795
4316.4,0.2,0.100283,-0.001873857,0.02926634,0.003341867,-0.0011235,-0.01545827,0.4383907
4316.6,0.2,0.0886209,0.01546819,-0.001422309,0.002694997,-0.001279415,-0.01375863,-0.1565633
4316.8,0.2,0.0745488,0.03226344,-0.03593411,0.002019339,-0.001397698,-0.01159324,-0.6041569
4317.0,0.2,0.05843984,0.04798393,-0.07299057,0.001322499,-0.001473645,-0.009026707,-0.8619485
4317.2,0.2,0.04072638,0.06214109,-0.1110737,0.0006105847,-0.001503985,-0.006141305,-0.9493011
4317.4,0.2,0.02188035,0.07431433,-0.1485177,-0.0001102819,-0.001486844,-0.003033445,-0.9268492
4317.6,0.2,0.002394024,0.08417196,-0.1836112,-0.0008326531,-0.001421858,0.0001909029,-0.8641457
4317.8,0.2,-0.01723711,0.09148245,-0.2146996,-0.001546846,-0.001310386,0.003421434,-0.810742
4318.0,0.2,-0.0365285,0.09611662,-0.2402817,-0.002240498,-0.001155747,0.00654879,-0.7827244
4318.2,0.2,-0.05501762,0.09804278,-0.2590925,-0.002898552,-0.0009633418,0.009469399,-0.767989
4318.4,0.2,-0.07227264,0.09731736,-0.2701686,-0.003503611,-0.0007405815,0.01208953,-0.7439367
4318.6,0.2,-0.08789894,0.09407307,-0.2728909,-0.004036666,-0.0004965867,0.01432836,-0.6957847
4318.8,0.2,-0.1015444,0.08850608,-0.2670034,-0.004478202,-0.0002417027,0.01612009,-0.6249324
4319.0,0.2,-0.1129035,0.08086298,-0.252607,-0.004809728,1.30859e-05,0.01741527,-0.5437314
4319.2,0.2,-0.121721,0.07142829,-0.230131,-0.005015638,0.0002567652,0.01818146,-0.4615017
4319.4,0.2,-0.1277951,0.06051332,-0.2002877,-0.005085219,0.0004788789,0.01840347,-0.3718832
4319.6,0.2,-0.1309809,0.04844751,-0.1640175,-0.005014456,0.0006700892,0.01808331,-0.250733
4319.8,0.2,-0.1311946,0.0355731,-0.1224317,-0.004807263,0.000822722,0.01723982,-0.0673946
4320.0,0.2,-0.1284179,0.02224303,-0.07676015,-0.004475795,0.0009313004,0.01590801,0.1960113
4320.2,0.2,-0.1227025,0.008820815,-0.02830759,-0.004039665,0.0009930218,0.01413803,0.5278836
4320.4,0.2,-0.1141732,-0.004320034,0.02158001,-0.003524144,0.001008099,0.01199356,0.882953
4320.6,0.2,-0.1030294,-0.01679994,0.07154199,-0.002957604,0.0009798545,0.009549794,1.194232
4320.8,0.2,-0.08954164,-0.02824298,0.1202259,-0.002368658,0.0009144981,0.006890641,1.396256
4321.0,0.2,-0.07404449,-0.03829325,0.1663113,-0.001783453,0.0008205476,0.004105541,1.448785
4321.2,0.2,-0.0569242,-0.04663669,0.2085385,-0.001223534,0.0007079709,0.001285753,1.349894
4321.4,0.2,-0.03860298,-0.05302514,0.2457422,-0.0007045041,0.0005871734,-0.001479543,1.132881
4321.6,0.2,-0.01952149,-0.05729847,0.2768908,-0.0002355738,0.000468007,-0.0041071,0.8496558
4321.8,0.2,-0.0001216511,-0.0594004,0.3011268,0.0001801036,0.0003589613,-0.006523113,0.5497195
4322.0,0.2,0.01916798,-0.05938492,0.3178036,0.0005445038,0.0002666471,-0.008666087,0.2651691
4322.2,0.2,0.03794273,-0.05741234,0.326515,0.0008634455,0.0001955981,-0.01048883,0.00796752
4322.4,0.2,0.05582773,-0.05373576,0.327111,0.001145176,0.0001483463,-0.01195945,-0.2214379
4322.6,0.2,0.07247966,-0.04868076,0.3196985,0.00139901,0.0001256676,-0.01306134,-0.42111
4322.8,0.2,0.08758555,-0.04262165,0.3046247,0.001634149,0.0001268806,-0.01379227,-0.5789085
4323.0,0.2,0.1008605,-0.0359576,0.2824454,0.001858725,0.0001500996,-0.01416273,-0.6735093
4323.2,0.2,0.1120459,-0.02909086,0.2538827,0.002079112,0.0001923863,-0.01419375,-0.6845316
4323.4,0.2,0.1209101,-0.022408,0.2197755,0.002299445,0.0002498007,-0.01391447,-0.6058172
4323.6,0.2,0.1272516,-0.01626391,0.1810307,0.002521343,0.0003173963,-0.01335953,-0.4542078
4323.8,0.2,0.1309048,-0.01096733,0.1385804,0.002743793,0.0003892366,-0.01256645,-0.2687636
4324.0,0.2,0.1317475,-0.006766806,0.093349,0.002963168,0.0004585082,-0.01157319,-0.1004915
4324.2,0.2,0.1297093,-0.003836417,0.04623268,0.003173383,0.0005177855,-0.0104158,0.002709423
4324.4,0.2,0.1247785,-0.002261786,-0.001908293,0.003366169,0.0005594585,-0.009126492,0.009466942
4324.6,0.2,0.1170078,-0.002028149,-0.05024656,0.003531471,0.0005762839,-0.007732111,-0.08795273
4324.8,0.2,0.106517,-0.003013143,-0.097977,0.003657937,0.0005619812,-0.006253339,-0.2738059
4325.0,0.2,0.09349435,-0.004987229,-0.1443023,0.003733476,0.0005117741,-0.004704684,-0.5140257
4325.2,0.2,0.07819486,-0.007624053,-0.1884188,0.003745867,0.0004227911,-0.003095414,-0.7630867
4325.4,0.2,0.06093828,-0.01052161,-0.2295053,0.003683416,0.0002942751,-0.001431405,-0.9706366
4325.6,0.2,0.04210516,-0.01323321,-0.2667192,0.00353567,0.0001276065,0.0002822609,-1.088139
4325.8,0.2,0.02213159,-0.0153054,-0.2991997,0.003294218,-7.380987e-05,0.002038262,-1.07685
4326.0,0.2,0.001501819,-0.01631858,-0.326081,0.002953572,-0.0003047181,0.003823983,-0.9173878
4326.2,0.2,-0.0192619,-0.01592567,-0.3465144,0.00251207,-0.0005581794,0.005618922,-0.6185765
4326.4,0.2,-0.03961275,-0.01388442,-0.3596978,0.001972679,-0.000825704,0.007392968,-0.2211365
4326.6,0.2,-0.05899606,-0.01008019,-0.3649135,0.001343517,-0.001097368,0.009105878,0.2079687
4326.8,0.2,-0.07686893,-0.004537254,-0.3615698,0.0006379377,-0.001361968,0.01070808,0.5914313
4327.0,0.2,-0.09272149,0.002581723,-0.3492456,-0.0001259585,-0.001607293,0.0121428,0.8637286
4327.2,0.2,-0.1060984,0.01098751,-0.3277366,-0.000926342,-0.001820551,0.01334919,0.9915085
4327.4,0.2,-0.1166194,0.02028596,-0.297098,-0.001739062,-0.001988957,0.01426631,0.9837207
4327.6,0.2,-0.1239962,0.03000725,-0.2576829,-0.00253917,-0.002100446,0.01483747,0.8866436
4327.8,0.2,-0.1280463,0.0396402,-0.2101698,-0.003302254,-0.002144428,0.01501449,0.7652993
4328.0,0.2,-0.1286998,0.04866809,-0.1555765,-0.00400536,-0.00211251,0.01476175,0.6787305
4328.2,0.2,-0.1260013,0.05660275,-0.0952531,-0.004627403,-0.001999129,0.01405949,0.6592238
4328.4,0.2,-0.1201038,0.06301315,-0.03085293,-0.005149155,-0.001802056,0.01290623,0.7035212
4328.6,0.2,-0.1112565,0.0675463,0.03572143,-0.005553012,-0.001522779,0.01132016,0.7784289
4328.8,0.2,-0.09978829,0.06993923,0.1023942,-0.005822821,-0.001166731,0.009339167,0.8368988
4329.0,0.2,-0.0860862,0.07002291,0.167009,-0.005943981,-0.0007433459,0.007019756,0.8366893
4329.2,0.2,-0.07057507,0.06772054,0.2274307,-0.005903925,-0.0002658856,0.004434624,0.7537983
4329.4,0.2,-0.05369837,0.06304325,0.2816462,-0.005692962,0.0002490137,0.00166929,0.5864898
4329.6,0.2,-0.03590369,0.05608595,0.3278578,-0.005305368,0.0007820974,-0.00118204,0.3506703
4329.8,0.2,-0.0176334,0.04702477,0.3645609,-0.004740545,0.001312506,-0.004020974,0.07097688
4330.0,0.2,0.0006798927,0.03611535,0.3906039,-0.004004136,0.00181893,-0.006749462,-0.2273509
4330.2,0.2,0.01861456,0.02368992,0.4052281,-0.003108969,0.002280748,-0.009274014,-0.5227241
4330.4,0.2,0.03576048,0.01015044,0.4080884,-0.002075772,0.002678971,-0.0115094,-0.7975409
4330.6,0.2,0.05172094,-0.004044413,0.3992548,-0.0009335391,0.002996896,-0.01338168,-1.036746
4330.8,0.2,0.06611751,-0.01839876,0.3791944,0.0002806089,0.003220453,-0.01483057,-1.226989
4331.0,0.2,0.07859824,-0.03240368,0.348736,0.001522268,0.003338355,-0.01581109,-1.357346
4331.2,0.2,0.08884843,-0.04556275,0.3090161,0.002741497,0.003342215,-0.01629453,-1.420816
4331.4,0.2,0.09660238,-0.05741502,0.261412,0.003885537,0.003226799,-0.01626876,-1.414998
4331.6,0.2,0.1016546,-0.06755251,0.2074654,0.004902364,0.002990526,-0.01573791,-1.341036
4331.8,0.2,0.1038693,-0.07563123,0.1488059,0.005744695,0.002636166,-0.01472145,-1.201453
4332.0,0.2,0.1031873,-0.08137685,0.08708275,0.006373848,0.002171586,-0.01325287,-0.9985963
4332.2,0.2,0.09963154,-0.08458759,0.02391243,0.006762804,0.00161029,-0.01137803,-0.7352896
4332.4,0.2,0.09330963,-0.08513743,-0.03915301,0.006897902,0.0009714991,-0.009153602,-0.4177801
4332.6,0.2,0.08441597,-0.08298122,-0.1006368,0.006778902,0.0002796019,-0.006645606,-0.05929313
4332.8,0.2,0.0732311,-0.07816169,-0.1591324,0.006417527,-0.000437052,-0.003928247,0.3183504
4333.0,0.2,0.06011838,-0.07081617,-0.2132899,0.005834934,-0.001147882,-0.001082968,0.6867863
4333.2,0.2,0.04551647,-0.06117974,-0.2618057,0.005058825,-0.001822072,0.001802531,1.016497
4333.4,0.2,0.0299266,-0.04958169,-0.3034227,0.004120878,-0.002430537,0.004635638,1.283133
4333.6,0.2,0.01389418,-0.03643356,-0.3369489,0.003055048,-0.002947593,0.00732088,1.471661
4333.8,0.2,-0.002014642,-0.02220929,-0.3612946,0.001896858,-0.003352172,0.00976291,1.576426
4334.0,0.2,-0.01723995,-0.007420155,-0.375528,0.0006835058,-0.003628565,0.01187045,1.597639
4334.2,0.2,-0.03125617,0.007411665,-0.3789407,-0.0005457312,-0.003766742,0.01356092,1.536976
4334.4,0.2,-0.04359879,0.0217769,-0.3711145,-0.00174939,-0.003762407,0.01476531,1.395469
4334.6,0.2,-0.05388707,0.03519788,-0.3519806,-0.002884493,-0.00361689,0.0154327,1.175281
4334.8,0.2,-0.06184101,0.0472413,-0.3218625,-0.00390822,-0.003336938,0.01553371,0.8842611
4335.0,0.2,-0.06729123,0.05752648,-0.2814947,-0.004780442,-0.002934416,0.01506267,0.5400387
4335.2,0.2,-0.07018148,0.06573133,-0.232016,-0.005466675,-0.002425848,0.01403805,0.1702611
4335.4,0.2,-0.07056408,0.07159869,-0.1749351,-0.005940869,-0.001831746,0.01250137,-0.1923008
4335.6,0.2,-0.0685892,0.07494429,-0.1120744,-0.006187433,-0.00117569,0.01051477,-0.5178974
4335.8,0.2,-0.06448924,0.07566638,-0.04549588,-0.006202106,-0.0004832121,0.008157731,-0.7870477
4336.0,0.2,-0.05856007,0.07375521,0.02258308,-0.005991552,0.0002194216,0.005523252,-0.992889
4336.2,0.2,-0.05114079,0.06929995,0.08987531,-0.005571849,0.0009063928,0.002713953,-1.137294
4336.4,0.2,-0.042594,0.06249044,0.1541059,-0.004966266,0.001553335,-0.000161771,-1.223156
4336.6,0.2,-0.0332881,0.05361229,0.213086,-0.004202803,0.002138082,-0.002993438,-1.247795
4336.8,0.2,-0.02358294,0.04303512,0.264777,-0.003311962,0.002641151,-0.00567206,-1.202163
4337.0,0.2,-0.01381908,0.03119501,0.3073475,-0.00232507,0.003046013,-0.00809371,-1.077271
4337.2,0.2,-0.004310708,0.01857307,0.3392253,-0.001273304,0.003339254,-0.01016317,-0.8748414
4337.4,0.2,0.004658958,0.005672466,0.35915,-0.0001874056,0.003510733,-0.01179766,-0.6160055
4337.6,0.2,0.01284093,-0.007004647,0.3662261,0.0009020873,0.003553794,-0.01293057,-0.3420418
4337.8,0.2,0.02002362,-0.01897887,0.3599785,0.001964338,0.00346557,-0.01351498,-0.104785
4338.0,0.2,0.02603672,-0.02981352,0.340405,0.002967736,0.003247321,-0.01352677,0.05029359
4338.2,0.2,0.03075569,-0.03913225,0.3080184,0.003879742,0.002904748,-0.01296686,0.1011062
4338.4,0.2,0.03410633,-0.04663378,0.2638696,0.004667302,0.002448213,-0.01186237,0.05810456
4338.6,0.2,0.03606785,-0.05210281,0.2095428,0.00529799,0.001892786,-0.01026627,-0.03907223
4338.8,0.2,0.03667341,-0.05541621,0.1471154,0.005741886,0.001258085,-0.008255528,-0.1363304
4339.0,0.2,0.03600696,-0.05654394,0.07908146,0.005974042,0.0005678678,-0.005927539,-0.1848152
4339.2,0.2,0.03419621,-0.05554467,0.008242153,0.005977201,-0.0001506432,-0.003395114,-0.1570122
4339.4,0.2,0.0314026,-0.0525571,-0.06243001,0.005744326,-0.000867711,-0.0007803257,-0.05275446
4339.6,0.2,0.0278094,-0.04778847,-0.1299407,0.005280428,-0.001552324,0.001792318,0.1062963
4339.8,0.2,0.02360973,-0.04150197,-0.1914248,0.004603309,-0.002173687,0.004202791,0.2897024
4340.0,0.2,0.01899598,-0.03400418,-0.2442882,0.00374299,-0.002702884,0.006342006,0.4717934
4340.2,0.2,0.01415154,-0.02563313,-0.2863297,0.002739875,-0.003114589,0.008117334,0.6393249
4340.4,0.2,0.009245173,-0.01674619,-0.3158395,0.001641926,-0.003388661,0.009456826,0.7906104
4340.6,0.2,0.004427697,-0.007707287,-0.3316705,0.0005013018,-0.003511436,0.010312,0.9281001
4340.8,0.2,-0.0001696751,0.00112759,-0.333282,-0.0006290738,-0.003476606,0.01065918,1.049437
4341.0,0.2,-0.004435877,0.009426073,-0.3207568,-0.001698645,-0.0032856,0.01049949,1.142144
4341.2,0.2,-0.00827993,0.01689532,-0.2947928,-0.002661863,-0.002947502,0.00985772,1.184582
4341.4,0.2,-0.0116305,0.02329601,-0.2566687,-0.003480314,-0.00247856,0.008780208,1.152361
4341.6,0.2,-0.01443515,0.02845242,-0.2081866,-0.004124415,-0.001901406,0.007331989,1.026914
4341.8,0.2,-0.01665947,0.03225726,-0.1515914,-0.004574756,-0.001244042,0.005593245,0.8025934
4342.0,0.2,-0.01828626,0.03467117,-0.08947044,-0.004823036,-0.0005386241,0.003655258,0.4901701
4342.2,0.2,-0.01931505,0.03571824,-0.02463903,-0.004872419,0.0001799853,0.001615982,0.1166535
4342.4,0.2,-0.01976215,0.03547938,0.0399849,-0.004737052,0.0008759375,-0.00042461,-0.277404
4342.6,0.2,-0.01966087,0.03408545,0.1015094,-0.004440528,0.00151438,-0.002369167,-0.6422196
4342.8,0.2,-0.01906154,0.03171076,0.1571955,-0.004013263,0.002063619,-0.004127383,-0.9248955
4343.0,0.2,-0.0180301,0.02856612,0.2045775,-0.003489066,0.002497248,-0.005619971,-1.078194
4343.2,0.2,-0.01664476,0.02488974,0.2415724,-0.002901419,0.002795991,-0.006782003,-1.072
4343.4,0.2,-0.01498998,0.02093372,0.2665762,-0.002280214,0.002948943,-0.007565502,-0.9052497
4343.6,0.2,-0.01314847,0.01694552,0.278542,-0.001649587,0.002954026,-0.007941214,-0.6136795
4343.8,0.2,-0.01119238,0.01314522,0.2770393,-0.001027305,0.002817574,-0.007899544,-0.2681101
4344.0,0.2,-0.009175657,0.009702322,0.2622873,-0.0004257042,0.002553191,-0.007450664,0.03972835
4344.2,0.2,-0.007129595,0.006716861,0.2351615,0.0001462329,0.002180122,-0.006623792,0.2218671
4344.4,0.2,-0.005063047,0.004209981,0.1971675,0.0006804057,0.001721509,-0.005465688,0.2218183
4344.6,0.2,-0.002967487,0.002127255,0.1503794,0.001167572,0.001202826,-0.004038391,0.0347589
4344.8,0.2,-0.0008258652,0.0003549941,0.0973452,0.001596451,0.0006506764,-0.002416297,-0.2889878
4345.0,0.2,0.001376946,-0.001253751,0.04095863,0.00195424,9.196982e-05,-0.0006827042,-0.6602717
4345.2,0.2,0.003644801,-0.002849551,-0.01569412,0.00222839,-0.0004466825,0.001073992,-0.9819498
4345.4,0.2,0.005964332,-0.004560419,-0.06950503,0.002409046,-0.0009396008,0.002764242,-1.182116
4345.6,0.2,0.008303683,-0.006475012,-0.117521,0.002491377,-0.00136292,0.004301235,-1.23585
4345.8,0.2,0.01061573,-0.008638131,-0.157115,0.002477073,-0.001695831,0.005604597,-1.166256
4346.0,0.2,0.0128443,-0.01105751,-0.18614,0.002374568,-0.0019221,0.006603804,-1.024813
4346.2,0.2,0.01493112,-0.01371734,-0.2030565,0.00219795,-0.002031627,0.007241298,-0.8607433
4346.4,0.2,0.01682109,-0.01659217,-0.2070259,0.001964958,-0.002021674,0.007475288,-0.6944039
4346.6,0.2,0.01846451,-0.01965481,-0.197965,0.001694656,-0.001897429,0.007282239,-0.5079689
4346.8,0.2,0.01981568,-0.02287477,-0.1765591,0.001405437,-0.001671687,0.006658955,-0.2582639
4347.0,0.2,0.02082911,-0.02620702,-0.1442333,0.00111378,-0.001363624,0.005624102,0.09438803
4347.2,0.2,0.02145507,-0.02957492,-0.1030821,0.000833881,-0.0009968677,0.004218938,0.5557834
4347.4,0.2,0.0216368,-0.03285346,-0.05575968,0.0005779356,-0.0005972145,0.002506973,1.081749
4347.6,0.2,0.02131102,-0.03585948,-0.005335263,0.0003566667,-0.000190406,0.0005723218,1.585655
4347.8,0.2,0.02041273,-0.03835377,0.04488257,0.0001796613,0.0001997042,-0.001483431,1.967451
4348.0,0.2,0.01888366,-0.04005651,0.0915424,5.523967e-05,0.0005524039,-0.003545866,2.151392
4348.2,0.2,0.01668311,-0.04067425,0.1314575,-1.017202e-05,0.0008507938,-0.005493738,2.114974
4348.4,0.2,0.01379892,-0.03993318,0.1618109,-1.296912e-05,0.001082017,-0.007206048,1.895367
4348.6,0.2,0.01025669,-0.03761301,0.1803443,4.67111e-05,0.001237246,-0.008569732,1.570335
4348.8,0.2,0.006125484,-0.03357563,0.1855176,0.0001643452,0.001311608,-0.009487395,1.222879
4349.0,0.2,0.001519287,-0.02778526,0.1766266,0.0003307716,0.001304104,-0.009884494,0.9066448
4349.2,0.2,-0.003405936,-0.02031877,0.1538721,0.0005322714,0.001217512,-0.009715358,0.6286202
4349.4,0.2,-0.008459133,-0.01136679,0.1183729,0.0007508232,0.001058173,-0.008967486,0.3568651
4349.6,0.2,-0.01342441,-0.001226862,0.07212228,0.0009644095,0.0008355735,-0.007663721,0.04844386
4349.8,0.2,-0.01807403,0.009710374,0.01788647,0.001147416,0.0005617314,-0.005862012,-0.3174099
4350.0,0.2,-0.02218365,0.02098187,-0.0409509,0.001271367,0.000250465,-0.003652714,-0.718458
4350.2,0.2,-0.02554899,0.03207993,-0.1005927,0.001306362,-8.327752e-05,-0.001153554,-1.092221
4350.4,0.2,-0.02800289,0.04248669,-0.1570701,0.001223534,-0.0004238778,0.001497387,-1.361583
4350.6,0.2,-0.0294309,0.05171309,-0.2065081,0.0009985638,-0.0007552333,0.004150174,-1.470757
4350.8,0.2,-0.02978312,0.05933796,-0.2453942,0.000615905,-0.001060754,0.006652371,-1.413608
4351.0,0.2,-0.02907966,0.06504116,-0.2708292,7.295494e-05,-0.001323393,0.008858552,-1.239789
4351.2,0.2,-0.02740801,0.06862417,-0.2807353,-0.0006168281,-0.001525999,0.01063931,-1.034841
4351.4,0.2,-0.02491165,0.07001396,-0.2740043,-0.001422785,-0.001652208,0.01188912,-0.8830994
4351.6,0.2,-0.02177123,0.06924916,-0.2505707,-0.002298453,-0.001687928,0.01253258,-0.8305642
4351.8,0.2,-0.01818133,0.06645262,-0.2114073,-0.003185455,-0.001623233,0.01252864,-0.8649987
4352.0,0.2,-0.01432728,0.06179756,-0.1584477,-0.004019236,-0.001454265,0.01187269,-0.9223167
4352.2,0.2,-0.01036648,0.05547679,-0.09444915,-0.004735533,-0.001184661,0.01059633,-0.9160908
4352.4,0.2,-0.006417647,0.04768248,-0.02281158,-0.005276388,-0.0008260823,0.008765118,-0.7765772
4352.6,0.2,-0.002559356,0.03860074,0.05263023,-0.005594742,-0.0003976039,0.006474387,-0.4818922
4352.8,0.2,0.001163011,0.02841986,0.1278259,-0.005657148,7.595097e-05,0.003843539,-0.06828819
4353.0,0.2,0.004725078,0.01734666,0.1987301,-0.005444744,0.0005664141,0.001009191,0.3836186
4353.2,0.2,0.00811,0.00562307,0.2615174,-0.004953023,0.001044916,-0.001882402,0.779251
4353.4,0.2,0.01129752,-0.006464683,0.3127835,-0.004191131,0.001484272,-0.004683242,1.043331
4353.6,0.2,0.01425799,-0.01858876,0.3497282,-0.003181247,0.00186076,-0.007251383,1.142518
4353.8,0.2,0.01695178,-0.03039435,0.3703099,-0.001958239,0.002155154,-0.009458295,1.09005
4354.0,0.2,0.01933283,-0.04152225,0.373362,-0.000569375,0.002353115,-0.01119546,0.9334294
4354.2,0.2,0.02135388,-0.05163326,0.3586607,0.0009263969,0.002445185,-0.01237989,0.7328939
