t,Delta_t,x_wf,y_wf,z_wf,phi_wf,psi_wf,theta_wf,zeta
[s],[s],[m],[m],[m],[rad],[rad],[rad],[m]
1610.4,0.2,-0.1071902,0.07503776,-0.1893694,-0.005904039,-0.0004532498,0.01201702,0.4694319
1610.6,0.2,-0.1093086,0.08113856,-0.1371718,-0.00633797,-0.0003588754,0.01264733,0.592984
1610.8,0.2,-0.1085707,0.08535292,-0.07922826,-0.006646622,-0.0002596268,0.01295931,0.5683336
1611.0,0.2,-0.1050075,0.08740292,-0.01731221,-0.006802582,-0.0001455118,0.01291191,0.4314482
1611.2,0.2,-0.09870984,0.08703104,0.04660341,-0.006783231,-8.541796e-06,0.01247585,0.2578139
1611.4,0.2,-0.08982186,0.08401856,0.1104343,-0.006573182,0.0001562386,0.0116356,0.1322923
1611.6,0.2,-0.07853865,0.07821151,0.1720685,-0.006165446,0.0003504114,0.01039077,0.1158607
1611.8,0.2,-0.06510757,0.06954999,0.2294403,-0.005561321,0.0005724571,0.008756959,0.2224611
1612.0,0.2,-0.0498318,0.05809471,0.2805962,-0.004769353,0.0008183944,0.006766093,0.414978
1612.2,0.2,-0.03307251,0.04404437,0.3237557,-0.003803959,0.001082473,0.004466217,0.6214461
1612.4,0.2,-0.01524675,0.02773879,0.3573727,-0.002684338,0.00135763,0.001920673,0.764314
1612.6,0.2,0.003181188,0.009646296,0.3801999,-0.001434096,0.00163556,-0.0007935087,0.7904633
1612.8,0.2,0.02171505,-0.009663095,0.3913535,-8.164825e-05,0.001906419,-0.003588131,0.6898116
1613.0,0.2,0.03984666,-0.02955331,0.3903716,0.001338902,0.002158372,-0.006367277,0.4955449
1613.2,0.2,0.05707755,-0.04936001,0.3772562,0.002787013,0.002377281,-0.009031565,0.2669743
1613.4,0.2,0.07293835,-0.06842394,0.3524875,0.004215733,0.002546853,-0.01148293,0.06324272
1613.6,0.2,0.08700293,-0.08611515,0.3170033,0.005573038,0.002649449,-0.0136295,-0.08044786
1613.8,0.2,0.0988962,-0.101847,0.2721417,0.006804615,0.002667592,-0.01539004,-0.164099
1614.0,0.2,0.1082961,-0.1150817,0.2195517,0.007857844,0.002585982,-0.01669756,-0.2175871
1614.2,0.2,0.1149325,-0.1253326,0.1610843,0.008686277,0.002393689,-0.01750175,-0.2821052
1614.4,0.2,0.1185862,-0.1321679,0.09867986,0.00925374,0.002086077,-0.01777006,-0.3874287
1614.6,0.2,0.1190914,-0.1352209,0.03426681,0.009537172,0.001666059,-0.01748768,-0.5355847
1614.8,0.2,0.1163434,-0.1342088,-0.03031472,0.009527608,0.001144426,-0.01665662,-0.6983055
1615.0,0.2,0.1103111,-0.1289583,-0.09335853,0.009229156,0.0005391532,-0.01529439,-0.8292662
1615.2,0.2,0.1010529,-0.1194335,-0.1533082,0.008656348,-0.0001261268,-0.01343275,-0.8854114
1615.4,0.2,0.08873236,-0.1057602,-0.2087511,0.00783064,-0.0008241724,-0.0111168,-0.8476249
1615.6,0.2,0.07362828,-0.08823957,-0.2584029,0.006777085,-0.001526273,-0.008404582,-0.7313204
1615.8,0.2,0.05613811,-0.06734691,-0.3010951,0.005522076,-0.002204089,-0.005367054,-0.5820061
1616.0,0.2,0.03677058,-0.04371415,-0.3357757,0.004092738,-0.002830943,-0.002088047,-0.4574819
1616.2,0.2,0.01612849,-0.01809853,-0.3615286,0.002517999,-0.003382496,0.001336201,-0.4041351
1616.4,0.2,-0.005116941,0.008656965,-0.3776081,0.0008308303,-0.003836953,0.004798415,-0.4373157
1616.6,0.2,-0.02625715,0.03566459,-0.3834845,-0.0009292492,-0.004175079,0.008182887,-0.5339758
1616.8,0.2,-0.04657917,0.0620278,-0.378887,-0.002714461,-0.004380337,0.01136936,-0.6405272
1617.0,0.2,-0.06539731,0.08686871,-0.3638369,-0.004468678,-0.004439368,0.01423806,-0.6925518
1617.2,0.2,-0.08208122,0.1093471,-0.3386624,-0.006129374,-0.004342883,0.01667536,-0.638305
1617.4,0.2,-0.09607947,0.1286748,-0.3039926,-0.007631416,-0.004086829,0.01857963,-0.4567948
1617.6,0.2,-0.1069383,0.1441298,-0.2607341,-0.008912022,-0.003673543,0.01986666,-0.1639071
1617.8,0.2,-0.1143166,0.1550779,-0.2100353,-0.009915849,-0.003112542,0.02047417,0.1947814
1618.0,0.2,-0.1179967,0.1610016,-0.1532469,-0.01059924,-0.002420683,0.02036522,0.5605296
1618.2,0.2,-0.1178929,0.1615377,-0.09188361,-0.01093287,-0.001621534,0.01953035,0.8800867
1618.4,0.2,-0.1140549,0.156517,-0.027591,-0.01090262,-0.0007440649,0.01798854,1.119277
1618.6,0.2,-0.1066672,0.1459987,0.03788317,-0.01050882,0.0001791337,0.01578705,1.267286
1618.8,0.2,-0.0960427,0.1302895,0.1027171,-0.009764685,0.001113737,0.01300023,1.331763
1619.0,0.2,-0.08260951,0.1099432,0.1650476,-0.008694468,0.00202537,0.009727418,1.328641
1619.2,0.2,-0.06689143,0.08573595,0.2230125,-0.007332135,0.002880871,0.006089639,1.272117
1619.4,0.2,-0.04948323,0.05862075,0.2748052,-0.005720702,0.003649109,0.002225308,1.16932
1619.6,0.2,-0.03102234,0.02966828,0.31874,-0.003912143,0.004301463,-0.001715263,1.021266
1619.8,0.2,-0.0121594,1.985109e-06,0.3533265,-0.001967368,0.004812216,-0.005576338,0.8285224
1620.0,0.2,0.006469821,-0.02926262,0.3773432,4.434873e-05,0.005159086,-0.009203965,0.5977944
1620.2,0.2,0.02426912,-0.05706827,0.3899045,0.002047078,0.005324069,-0.01245345,0.3454714
1620.4,0.2,0.04070171,-0.08245268,0.3905122,0.003961353,0.005294623,-0.01519661,0.09584198
1620.6,0.2,0.05530465,-0.1045725,0.3790838,0.005708626,0.005065061,-0.01732813,-0.1256533
1620.8,0.2,0.06769794,-0.1227183,0.3559574,0.007216589,0.004637899,-0.01877065,-0.301302
1621.0,0.2,0.07758923,-0.1363257,0.3218695,0.008424615,0.004024867,-0.01947818,-0.428132
1621.2,0.2,0.08477507,-0.1449856,0.2779126,0.009288473,0.003247289,-0.01943748,-0.5196057
1621.4,0.2,0.08914011,-0.1484585,0.2254781,0.009783567,0.00233565,-0.01866772,-0.6005885
1621.6,0.2,0.09065518,-0.1466883,0.1661926,0.009906183,0.001328288,-0.01721819,-0.6969017
1621.8,0.2,0.08937499,-0.1398164,0.1018559,0.009672595,0.0002693213,-0.01516467,-0.8231233
1622.0,0.2,0.08543538,-0.1281882,0.03438689,0.009116249,-0.0007939948,-0.01260463,-0.9733751
1622.2,0.2,0.07904991,-0.1123498,-0.03422088,0.008283539,-0.001814171,-0.009651749,-1.119153
1622.4,0.2,0.07050485,-0.09302871,-0.1019334,0.00722886,-0.002746344,-0.006430213,-1.215957
1622.6,0.2,0.06015152,-0.07110009,-0.166706,0.006009691,-0.003550831,-0.003069118,-1.217262
1622.8,0.2,0.04839542,-0.0475383,-0.2265139,0.00468229,-0.004195171,0.0003026256,-1.091391
1623.0,0.2,0.03568162,-0.02335956,-0.279391,0.003298448,-0.00465558,0.00356074,-0.8352389
1623.2,0.2,0.02247683,0.0004386059,-0.3234813,0.001903444,-0.004917792,0.006589275,-0.4793562
1623.4,0.2,0.009249145,0.02293415,-0.3571056,0.0005351854,-0.004977329,0.009283609,-0.08166983
1623.6,0.2,-0.003553039,0.04332783,-0.3788412,-0.0007756785,-0.004839267,0.01155294,0.2887602
1623.8,0.2,-0.01552127,0.06097717,-0.3876107,-0.0020049,-0.00451755,0.01332243,0.5725717
1624.0,0.2,-0.02630464,0.07541586,-0.3827697,-0.003133298,-0.004033872,0.01453531,0.7379619
1624.2,0.2,-0.03562351,0.08635929,-0.3641853,-0.004145174,-0.003416179,0.01515483,0.7887296
1624.4,0.2,-0.04327816,0.09369875,-0.3322932,-0.005026667,-0.002696833,0.0151663,0.7592048
1624.6,0.2,-0.04915206,0.09748694,-0.2881262,-0.005764281,-0.001910544,0.01457877,0.6979231
1624.8,0.2,-0.05320957,0.09791747,-0.2333045,-0.00634381,-0.001092265,0.01342609,0.6465637
1625.0,0.2,-0.05548852,0.09529988,-0.1699876,-0.00674993,-0.0002752363,0.01176686,0.622799
1625.2,0.2,-0.05608855,0.09003137,-0.1007843,-0.006966656,0.0005105648,0.009683031,0.6142424
1625.4,0.2,-0.05515644,0.08256597,-0.02862909,-0.006978793,0.001239427,0.007276657,0.5860839
1625.6,0.2,-0.05287002,0.07338263,0.04337021,-0.006774266,0.001890282,0.004665002,0.4991607
1625.8,0.2,-0.04942266,0.06295415,0.1121009,-0.006347051,0.002446531,0.001974149,0.3306557
1626.0,0.2,-0.04500968,0.05172005,0.1746183,-0.005700166,0.00289551,-0.000668297,0.08837947
1626.2,0.2,-0.03981841,0.04006624,0.22831,-0.004848117,0.003227855,-0.003140743,-0.187722
1626.4,0.2,-0.03402228,0.02831396,0.2710394,-0.003818214,0.003437018,-0.005334601,-0.4377391
1626.6,0.2,-0.02777919,0.016719,0.3012577,-0.002650337,0.003519125,-0.007160097,-0.6027409
1626.8,0.2,-0.02123322,0.005480234,0.3180772,-0.00139504,0.003473236,-0.008550454,-0.6459537
1627.0,0.2,-0.01451871,-0.005245289,0.3213012,-0.0001102024,0.003301917,-0.009464264,-0.5657406
1627.2,0.2,-0.007765229,-0.01532463,0.3114087,0.001143273,0.003011946,-0.009886124,-0.3955946
1627.4,0.2,-0.001102086,-0.02463297,0.2894994,0.002306053,0.00261488,-0.009825786,-0.1918145
1627.6,0.2,0.005338648,-0.03304269,0.2572027,0.003324577,0.002127278,-0.009316155,-0.01432486
1627.8,0.2,0.01142141,-0.04041972,0.2165624,0.004154365,0.001570384,-0.008410413,0.09175684
1628.0,0.2,0.01700904,-0.04662685,0.1699051,0.004762158,0.0009692573,-0.007178493,0.1073898
1628.2,0.2,0.02196733,-0.05153267,0.1197044,0.00512694,0.000351413,-0.005703011,0.04092652
1628.4,0.2,0.02617169,-0.05502299,0.06844665,0.005240127,-0.0002548314,-0.004074711,-0.07911395
1628.6,0.2,0.02951513,-0.05701188,0.01850514,0.005105315,-0.0008220775,-0.002387504,-0.2155148
1628.8,0.2,0.0319164,-0.05744976,-0.02797431,0.004737933,-0.001325415,-0.0007332472,-0.3332146
1629.0,0.2,0.03332699,-0.05632758,-0.06917362,0.004164958,-0.001743686,0.0008034463,-0.4062437
1629.2,0.2,0.03373591,-0.05367767,-0.1036853,0.003424546,-0.002060396,0.00215,-0.4199663
1629.4,0.2,0.03317145,-0.04957294,-0.1305727,0.002565196,-0.002264307,0.003249823,-0.369961
1629.6,0.2,0.03169998,-0.04412695,-0.1494018,0.001643937,-0.002349827,0.004065019,-0.2596915
1629.8,0.2,0.02942211,-0.0374964,-0.160237,0.0007231125,-0.00231728,0.004577552,-0.09861443
1630.0,0.2,0.02646722,-0.02988628,-0.1635972,-0.0001343681,-0.002173102,0.004788765,0.09879914
1630.2,0.2,0.02298689,-0.02155566,-0.1603747,-0.0008709665,-0.001929877,0.004717355,0.3136518
1630.4,0.2,0.01914781,-0.01282027,-0.151722,-0.001440842,-0.00160608,0.004396096,0.5236599
1630.6,0.2,0.01512396,-0.004047318,-0.1389237,-0.001815422,-0.001225293,0.003867792,0.7051519
1630.8,0.2,0.01108768,0.004361195,-0.1232702,-0.001987027,-0.0008147711,0.003180995,0.8359619
1631.0,0.2,0.007199156,0.01199793,-0.1059513,-0.001969626,-0.0004033176,0.002386034,0.898757
1631.2,0.2,0.003594721,0.0184899,-0.08798324,-0.001796358,-1.866368e-05,0.001531819,0.8842515
1631.4,0.2,0.0003750778,0.02354239,-0.07017483,-0.001514177,0.0003152918,0.0006636743,0.7937853
1631.6,0.2,-0.00240439,0.02697847,-0.05312893,-0.001176597,0.0005808956,-0.0001777256,0.6406343
1631.8,0.2,-0.004738675,0.02876547,-0.03726868,-0.0008359403,0.0007683373,-0.0009565126,0.4491721
1632.0,0.2,-0.006671381,0.02902145,-0.02287428,-0.0005365313,0.0008760995,-0.001641227,0.2509552
1632.2,0.2,-0.008285168,0.02799954,-0.01011702,-0.000309978,0.0009101817,-0.002204331,0.07743929
1632.4,0.2,-0.009685222,0.02605218,0.0009182806,-0.0001731037,0.0008822901,-0.002622078,-0.0495126
1632.6,0.2,-0.0109784,0.02358227,0.01022438,-0.0001284611,0.0008074182,-0.002875028,-0.1263739
1632.8,0.2,-0.01225197,0.02099016,0.01787248,-0.0001668121,0.0007013492,-0.002949264,-0.1719064
1633.0,0.2,-0.01355627,0.01862589,0.02401514,-0.0002706643,0.0005785784,-0.002838128,-0.222964
1633.2,0.2,-0.01489466,0.01675351,0.02888282,-0.0004179417,0.0004509929,-0.00254404,-0.3215866
1633.4,0.2,-0.01622269,0.01553099,0.0327685,-0.0005850957,0.0003274139,-0.002079893,-0.4968736
1633.6,0.2,-0.01745619,0.01500559,0.03599876,-0.0007493219,0.0002138818,-0.00146952,-0.7485474
1633.8,0.2,-0.01848614,0.01512161,0.0388943,-0.0008898931,0.0001144019,-0.0007469403,-1.039886
1634.0,0.2,-0.01919696,0.01573639,0.04172647,-0.0009888667,3.180914e-05,4.567368e-05,-1.304809
1634.2,0.2,-0.01948452,0.01664044,0.04467753,-0.001031503,-3.154402e-05,0.0008610723,-1.468112
1634.4,0.2,-0.0192706,0.01757905,0.0478117,-0.001006672,-7.346295e-05,0.001650592,-1.471694
1634.6,0.2,-0.01851171,0.01827399,0.05106219,-0.0009073799,-9.199231e-05,0.002367854,-1.296096
1634.8,0.2,-0.01720162,0.01844507,0.05423592,-0.0007313727,-8.582559e-05,0.002971971,-0.9679837
1635.0,0.2,-0.01536819,0.01783168,0.05703513,-0.0004816692,-5.488539e-05,0.003429906,-0.5500095
1635.2,0.2,-0.013066,0.01621404,0.05909226,-0.0001668197,-8.923848e-07,0.003717825,-0.1174095
1635.4,0.2,-0.01036714,0.01343333,0.06001336,0.0001992684,7.223881e-05,0.003821517,0.2682563
1635.6,0.2,-0.007351997,0.009409013,0.05942426,0.0005980139,0.0001582884,0.003736105,0.576612
1635.8,0.2,-0.004102133,0.004151677,0.05701431,0.001007322,0.0002489546,0.003465354,0.8100806
1636.0,0.2,-0.0006961281,-0.002230341,0.05257302,0.001403095,0.0003344025,0.003020827,0.9904039
1636.2,0.2,0.002791127,-0.009531345,0.04601622,0.001760917,0.0004040785,0.002421085,1.138239
1636.4,0.2,0.006286235,-0.01745581,0.03739986,0.002057723,0.0004476993,0.001690958,1.257009
1636.6,0.2,0.00971325,-0.0256323,0.02692087,0.002273281,0.0004563025,0.0008608428,1.329297
1636.8,0.2,0.01298926,-0.03363241,0.01490606,0.002391413,0.0004232437,-3.410354e-05,1.326872
1637.0,0.2,0.01602112,-0.04099331,0.001790955,0.002400878,0.0003450334,-0.000955003,1.227918
1637.2,0.2,0.01870455,-0.04724254,-0.01190841,0.002295961,0.000221923,-0.00186062,1.03129
1637.4,0.2,0.02092654,-0.05192394,-0.02562761,0.002076796,5.817383e-05,-0.002709063,0.7596547
1637.6,0.2,0.02257123,-0.05462425,-0.03878636,0.00174944,-0.0001380315,-0.003459762,0.4500335
1637.8,0.2,0.02352883,-0.05499974,-0.05081877,0.001325737,-0.0003550499,-0.004075595,0.1376532
1638.0,0.2,0.02370681,-0.05280242,-0.06119942,0.0008229161,-0.0005785901,-0.004525009,-0.1570926
1638.2,0.2,0.02304184,-0.04790481,-0.06946456,0.0002629053,-0.0007928221,-0.004783941,-0.430692
1638.4,0.2,0.02151075,-0.04032135,-0.07522893,-0.0003286762,-0.0009816908,-0.004837386,-0.6863956
1638.6,0.2,0.01913878,-0.0302242,-0.07819963,-0.0009238476,-0.001130301,-0.004680458,-0.9183915
1638.8,0.2,0.01600328,-0.01795024,-0.07818821,-0.001493862,-0.001226228,-0.004318841,-1.100806
1639.0,0.2,0.01223187,-0.003996823,-0.07512181,-0.002010969,-0.00126059,-0.003768557,-1.189997
1639.2,0.2,0.007994519,0.01099589,-0.06905257,-0.00245021,-0.001228772,-0.00305507,-1.141297
1639.4,0.2,0.003490364,0.02627626,-0.06016322,-0.0027911,-0.00113071,-0.002211777,-0.9328043
1639.6,0.2,-0.001069184,0.04102473,-0.04876611,-0.003019059,-0.0009707373,-0.00127803,-0.5838607
1639.8,0.2,-0.005478482,0.05440654,-0.03529281,-0.003126444,-0.0007570393,-0.0002968805,-0.1574848
1640.0,0.2,-0.009554183,0.06562894,-0.02027359,-0.003113059,-0.000500814,0.0006872333,0.2563181
1640.2,0.2,-0.01314785,0.07399775,-0.00430778,-0.002986025,-0.0002152539,0.001630685,0.5698246
1640.4,0.2,-0.01615315,0.07896833,0.01197065,-0.002758913,8.553359e-05,0.002492598,0.7264281
1640.6,0.2,-0.01850722,0.0801864,0.02792707,-0.002450127,0.0003875683,0.003236497,0.7162545
1640.8,0.2,-0.02018716,0.07751545,0.04295391,-0.002080643,0.0006779143,0.003831699,0.5725496
1641.0,0.2,-0.02120295,0.07104833,0.05648874,-0.001671357,0.0009453991,0.004254539,0.3524381
1641.2,0.2,-0.02158897,0.061102,0.06802202,-0.001240452,0.001181067,0.004489494,0.1128927
1641.4,0.2,-0.02139539,0.04819552,0.07709776,-0.0008012655,0.00137832,0.004530199,-0.1061843
1641.6,0.2,-0.02068072,0.0330129,0.08331269,-0.0003611405,0.001532722,0.004380256,-0.2852357
1641.8,0.2,-0.01950591,0.0163539,0.08632012,7.84524e-05,0.001641525,0.004053641,-0.4166173
1642.0,0.2,-0.01792986,-0.0009225466,0.08584319,0.0005204714,0.001702994,0.003574452,-0.4929732
1642.2,0.2,-0.01600641,-0.01795664,0.08169882,0.000969811,0.001715724,0.002975796,-0.5018741
1642.4,0.2,-0.01378248,-0.03394181,0.07382981,0.001430294,0.001678119,0.00229773,-0.4311393
1642.6,0.2,-0.01129755,-0.04816949,0.06233897,0.001901809,0.001588209,0.00158431,-0.281453
1642.8,0.2,-0.00858457,-0.06006123,0.04751792,0.002378216,0.001443889,0.0008800391,-0.07717673
1643.0,0.2,-0.005672133,-0.06918718,0.02986327,0.002846433,0.001243556,0.0002260773,0.1337508
1643.2,0.2,-0.002587787,-0.0752724,0.01007529,0.003286831,0.0009870208,-0.0003433021,0.2939932
1643.4,0.2,0.0006382117,-0.07819382,-0.0109626,0.003674741,0.0006764732,-0.0008036052,0.3597329
1643.6,0.2,0.003969401,-0.07797139,-0.03222219,0.003982701,0.0003172722,-0.001142036,0.3209194
1643.8,0.2,0.007360502,-0.07475604,-0.05258297,0.00418297,-8.161194e-05,-0.001358269,0.2075987
1644.0,0.2,0.01075603,-0.0688158,-0.07089431,0.004249952,-0.0005075992,-0.001464057,0.07771402
1644.2,0.2,0.01409003,-0.06051968,-0.08604302,0.004162307,-0.0009449193,-0.001481755,-0.008585177
1644.4,0.2,0.01728657,-0.05031813,-0.09702268,0.003904736,-0.001375345,-0.001441915,-0.01574314
1644.6,0.2,0.02026042,-0.03871905,-0.1030022,0.003469524,-0.001779099,-0.001380159,0.05257186
1644.8,0.2,0.02291776,-0.02625907,-0.1033907,0.002857932,-0.002135812,-0.001333528,0.1581042
1645.0,0.2,0.02515703,-0.01347206,-0.0978962,0.002081429,-0.002425477,-0.001336573,0.2490449
1645.2,0.2,0.02687054,-0.0008579676,-0.0865721,0.001162596,-0.002629404,-0.001417449,0.286221
1645.4,0.2,0.02794777,0.01114373,-0.0698474,0.00013539,-0.002731237,-0.00159437,0.2609068
1645.6,0.2,0.02828106,0.02217218,-0.04853254,-0.000955585,-0.002718083,-0.001872777,0.1956406
1645.8,0.2,0.02777416,0.03195258,-0.02379595,-0.00205707,-0.002581757,-0.002243579,0.1287255
1646.0,0.2,0.02635297,0.04029277,0.002892657,-0.003110479,-0.00232006,-0.002682777,0.0916525
1646.2,0.2,0.02397734,0.04707155,0.02985187,-0.004056337,-0.001937902,-0.003152643,0.09191953
1646.4,0.2,0.02065207,0.05222274,0.05530602,-0.004839332,-0.001448033,-0.003604479,0.110124
1646.6,0.2,0.01643482,0.05571979,0.07752078,-0.00541329,-0.0008711384,-0.003982772,0.1120383
1646.8,0.2,0.01143916,0.05756507,0.09494334,-0.005745341,-0.0002351142,-0.004230407,0.06828509
1647.0,0.2,0.005831758,0.05778597,0.106332,-0.005818651,0.0004265201,-0.00429442,-0.02939219
1647.2,0.2,-0.0001767105,0.0564377,0.1108604,-0.005633384,0.001076977,-0.004131702,-0.1637194
1647.4,0.2,-0.006345665,0.0536103,0.1081854,-0.005205831,0.001679065,-0.003714029,-0.3008329
1647.6,0.2,-0.01242215,0.0494362,0.09847056,-0.004566018,0.002198207,-0.00303185,-0.4067854
1647.8,0.2,-0.01815936,0.04409414,0.08236599,-0.003754253,0.002605223,-0.002096367,-0.4622404
1648.0,0.2,-0.02333385,0.03780661,0.06094656,-0.002817216,0.002878547,-0.0009396417,-0.4678048
1648.2,0.2,-0.02775947,0.03082949,0.03561848,-0.001804128,0.00300563,0.0003873426,-0.438271
1648.4,0.2,-0.03129666,0.02343496,0.008004289,-0.0007633951,0.002983449,0.001818457,-0.3903465
1648.6,0.2,-0.03385679,0.01589057,-0.02018119,0.0002600331,0.002818166,0.003277644,-0.3316705
1648.8,0.2,-0.03540154,0.008438107,-0.04725264,0.00122653,0.002524078,0.004684978,-0.2574936
1649.0,0.2,-0.03593832,0.001276163,-0.0716631,0.002102907,0.002122068,0.005962862,-0.1564762
1649.2,0.2,-0.03551258,-0.005450893,-0.09209196,0.002862871,0.001637774,0.007041692,-0.02166194
1649.4,0.2,-0.03419836,-0.01165613,-0.1075062,0.003486925,0.001099645,0.007864356,0.1401159
1649.6,0.2,-0.03208792,-0.01730571,-0.1171926,0.003961847,0.0005370642,0.008389198,0.3059772
1649.8,0.2,-0.02928164,-0.0224083,-0.1207624,0.004279899,-2.136886e-05,0.008591262,0.4432971
1650.0,0.2,-0.02587912,-0.02700037,-0.1181324,0.004437971,-0.0005492883,0.008461944,0.5213471
1650.2,0.2,-0.02197216,-0.03112943,-0.1094905,0.004436885,-0.001023686,0.008007367,0.5225268
1650.4,0.2,-0.01764074,-0.03483741,-0.09525458,0.004281074,-0.001425667,0.007245985,0.4481464
1650.6,0.2,-0.01295217,-0.03814576,-0.07603329,0.003978735,-0.00174085,0.006205962,0.3168923
1650.8,0.2,-0.00796386,-0.04104411,-0.05259546,0.003542411,-0.001959456,0.004922808,0.1577207
1651.0,0.2,-0.002729028,-0.04348357,-0.02584965,0.002989774,-0.002076209,0.003437635,0.001000517
1651.2,0.2,0.002695483,-0.045376,0.003167718,0.002344236,-0.002090157,0.001796158,-0.128527
1651.4,0.2,0.008240944,-0.04659955,0.03330189,0.001634979,-0.002004525,4.833557e-05,-0.2153247
1651.6,0.2,0.01381967,-0.04701012,0.06329482,0.0008961005,-0.001826658,-0.001751622,-0.2536255
1651.8,0.2,0.01932079,-0.04645731,0.09181283,0.0001647559,-0.001567991,-0.003545314,-0.2464314
1652.0,0.2,0.02460981,-0.04480238,0.1174913,-0.0005215136,-0.001243963,-0.005270682,-0.204001
1652.2,0.2,0.02953252,-0.04193574,0.1389963,-0.001127882,-0.0008736738,-0.006863361,-0.1418301
1652.4,0.2,0.03392251,-0.03779112,0.1550982,-0.001625222,-0.0004791656,-0.008258979,-0.07752945
1652.6,0.2,0.03761129,-0.03235513,0.1647507,-0.001992471,-8.424506e-05,-0.009396315,-0.02645448
1652.8,0.2,0.04043961,-0.0256717,0.1671641,-0.002218022,0.0002871083,-0.01022101,0.002872678
1653.0,0.2,0.04226832,-0.01784248,0.1618672,-0.002300048,0.0006125776,-0.01068938,0.01157465
1653.2,0.2,0.04298769,-0.009024528,0.14875,-0.002245889,0.0008733381,-0.01077176,0.009726293
1653.4,0.2,0.0425245,0.0005729634,0.1280868,-0.002070817,0.001055607,-0.01045496,0.01194641
1653.6,0.2,0.04084663,0.01069228,0.1005376,-0.001796505,0.001151686,-0.009743581,0.03104654
1653.8,0.2,0.03796533,0.02103141,0.06713179,-0.001449476,0.001160375,-0.008659953,0.07268242
1654.0,0.2,0.03393557,0.03125,0.02923395,-0.001059633,0.001086742,-0.007242923,0.1334671
1654.2,0.2,0.02885451,0.04097878,-0.01150652,-0.0006588517,0.0009413464,-0.005545722,0.2030559
1654.4,0.2,0.02285855,0.04983339,-0.05322202,-0.0002794974,0.0007390812,-0.003633234,0.2684847
1654.6,0.2,0.0161187,0.05743291,-0.09390989,4.724111e-05,0.0004977918,-0.001578986,0.3179556
1654.8,0.2,0.008834324,0.06342181,-0.1315313,0.0002932536,0.0002368327,0.0005379274,0.3420566
1655.0,0.2,0.001225335,0.0674931,-0.1641221,0.0004355589,-2.433555e-05,0.002635896,0.332553
1655.2,0.2,-0.006476959,0.06940989,-0.1899103,0.0004583093,-0.0002674339,0.004633841,0.2809455
1655.4,0.2,-0.01403971,0.06902265,-0.2074301,0.0003544866,-0.0004764855,0.006454316,0.1794515
1655.6,0.2,-0.02123827,0.06628066,-0.2156223,0.0001270318,-0.0006387222,0.008026703,0.02543421
1655.8,0.2,-0.02786492,0.06123655,-0.2139107,-0.0002107853,-0.0007452273,0.009290436,-0.1724983
1656.0,0.2,-0.0337358,0.0540445,-0.2022466,-0.0006358495,-0.0007912725,0.01019805,-0.3906232
1656.2,0.2,-0.03869548,0.04495275,-0.1811161,-0.001116525,-0.0007763242,0.0107178,-0.5921868
1656.4,0.2,-0.04261937,0.03429155,-0.151511,-0.001614718,-0.000703731,0.0108354,-0.7363927
1656.6,0.2,-0.04541413,0.02245749,-0.1148683,-0.002088524,-0.0005801456,0.01055471,-0.7912754
1656.8,0.2,-0.04701694,0.00989476,-0.07298248,-0.002495247,-0.0004147684,0.009897078,-0.7446173
1657.0,0.2,-0.04739435,-0.002925847,-0.02790286,-0.002794595,-0.000218514,0.008899537,-0.607318
1657.2,0.2,-0.04654124,-0.01552971,0.01817996,-0.002951781,-3.200601e-06,0.007611937,-0.4071769
1657.4,0.2,-0.04448013,-0.02746156,0.06304925,-0.002940325,0.0002191693,0.006093571,-0.1761441
1657.6,0.2,-0.0412607,-0.03830772,0.104575,-0.002744279,0.0004369995,0.004409693,0.06214361
1657.8,0.2,-0.03695923,-0.04771536,0.1408201,-0.002359694,0.0006395581,0.002628344,0.2976223
1658.0,0.2,-0.03167739,-0.05540717,0.170136,-0.001795163,0.0008173179,0.0008177138,0.5288511
1658.2,0.2,-0.02554037,-0.06119008,0.1912444,-0.001071401,0.0009622013,-0.0009559153,0.7508034
1658.4,0.2,-0.0186942,-0.06495743,0.2032998,-0.0002199092,0.001067743,-0.002629837,0.9430256
1658.6,0.2,-0.01130269,-0.06668532,0.2059296,0.0007190986,0.001129176,-0.00414645,1.066388
1658.8,0.2,-0.003544196,-0.06642416,0.1992479,0.001699277,0.001143436,-0.005454912,1.072522
1659.0,0.2,0.004391295,-0.06428755,0.1838418,0.002670948,0.0011091,-0.00651306,0.9231877
1659.2,0.2,0.01230499,-0.06044036,0.1607305,0.003583878,0.001026251,-0.007289521,0.6108911
1659.4,0.2,0.01999217,-0.05508743,0.1313016,0.004389838,0.000896344,-0.007765775,0.170364
1659.6,0.2,0.02724572,-0.04846382,0.09722787,0.005044884,0.0007220879,-0.007937758,-0.325793
1659.8,0.2,0.03386069,-0.04082624,0.06037159,0.005511356,0.0005074301,-0.007816605,-0.7867152
1660.0,0.2,0.03964002,-0.03244501,0.02268072,0.005759669,0.0002576623,-0.007428195,-1.130305
1660.2,0.2,0.04440139,-0.02359516,-0.01391755,0.005769971,-2.03432e-05,-0.006811374,-1.30642
1660.4,0.2,0.04798437,-0.01454609,-0.04762186,0.005533674,-0.000317826,-0.00601494,-1.307016
1660.6,0.2,0.05025718,-0.005549699,-0.07685571,0.005054734,-0.0006238661,-0.005093713,-1.160398
