t  [s],Delta_t  [s],z_wf  [m],phi_wf  [rad],theta_wf  [rad],zeta  [m]
459.2,0.2,0.3099964,-0.002100836,-0.01063402,0.8080324
459.4,0.2,0.3339056,-0.002172724,-0.01143089,1.007475
459.6,0.2,0.34573,-0.002224393,-0.01167829,1.141243
459.8,0.2,0.3446272,-0.002222363,-0.0113609,1.189624
460.0,0.2,0.3303754,-0.002140041,-0.01048851,1.14336
460.2,0.2,0.3033653,-0.001960218,-0.009096218,1.008413
460.4,0.2,0.2645591,-0.001676717,-0.007243323,0.8064158
460.6,0.2,0.215417,-0.001294706,-0.005010907,0.5700759
460.8,0.2,0.1578001,-0.0008294466,-0.002497879,0.3347506
461.0,0.2,0.09385702,-0.0003034715,0.0001842406,0.1289195
461.2,0.2,0.02590379,0.0002574033,0.002917416,-0.03316161
461.4,0.2,-0.04369577,0.0008285786,0.005583467,-0.1540307
461.6,0.2,-0.1126406,0.001390849,0.008070067,-0.2498776
461.8,0.2,-0.1787887,0.001933447,0.01027581,-0.3427933
462.0,0.2,-0.2402347,0.002455332,0.01211398,-0.4511718
462.2,0.2,-0.2953663,0.002964455,0.01351502,-0.5817038
462.4,0.2,-0.3428972,0.003475107,0.01442782,-0.7258212
462.6,0.2,-0.3818787,0.004003861,0.01482022,-0.8618407
462.8,0.2,-0.4116923,0.004564895,0.01467912,-0.9619901
463.0,0.2,-0.4320265,0.005165611,0.01401055,-1.001757
463.2,0.2,-0.4428465,0.005803372,0.01283959,-0.968217
463.4,0.2,-0.4443611,0.006463997,0.01121025,-0.8644551
463.6,0.2,-0.4369937,0.007122263,0.009184855,-0.7086592
463.8,0.2,-0.4213591,0.00774429,0.006842558,-0.5284227
464.0,0.2,-0.3982474,0.008291381,0.004276845,-0.3524407
464.2,0.2,-0.3686096,0.008724617,0.00159178,-0.2025916
464.4,0.2,-0.3335416,0.009009475,-0.001102806,-0.08908198
464.6,0.2,-0.2942586,0.009119765,-0.003696908,-0.01007495
464.8,0.2,-0.2520567,0.009040376,-0.006086253,0.04448756
465.0,0.2,-0.2082605,0.008768532,-0.008178027,0.08666972
465.2,0.2,-0.1641577,0.008313528,-0.009895974,0.1245135
465.4,0.2,-0.1209292,0.007695123,-0.01118449,0.1585554
465.6,0.2,-0.07958054,0.006940955,-0.01201145,0.1821479
465.8,0.2,-0.04088445,0.006083407,-0.01236958,0.1853047
466.0,0.2,-0.005341083,0.005156406,-0.01227635,0.1604014
466.2,0.2,0.02683961,0.00419256,-0.01177232,0.1073398
466.4,0.2,0.05573281,0.003220939,-0.01091805,0.03598934
466.6,0.2,0.08167271,0.002265653,-0.009789733,-0.03525767
466.8,0.2,0.1052092,0.001345209,-0.008473866,-0.08451467
467.0,0.2,0.1270516,0.0004724978,-0.007061384,-0.09335908
467.2,0.2,0.1480042,-0.0003448492,-0.005641693,-0.05330636
467.4,0.2,0.1688963,-0.001104016,-0.004297172,0.03051609
467.6,0.2,0.190511,-0.001806702,-0.003098537,0.1398996
467.8,0.2,0.2135161,-0.00245905,-0.002101401,0.2482987
468.0,0.2,0.2383984,-0.003071746,-0.00134409,0.3284026
468.2,0.2,0.2654079,-0.003660023,-0.0008466371,0.3602239
468.4,0.2,0.2945131,-0.004243238,-0.0006107318,0.3372319
468.6,0.2,0.3253716,-0.004843684,-0.0006203369,0.2686833
468.8,0.2,0.3573189,-0.005484433,-0.000842795,0.1774815
469.0,0.2,0.3893754,-0.006186282,-0.001230359,0.09423212
469.2,0.2,0.4202723,-0.006964152,-0.001722241,0.04923056
469.4,0.2,0.448497,-0.007823546,-0.002247385,0.06462585
469.6,0.2,0.4723556,-0.00875782,-0.002728137,0.1488334
469.8,0.2,0.4900512,-0.009746933,-0.003084889,0.2945282
470.0,0.2,0.4997765,-0.01075808,-0.003241511,0.4805006
470.2,0.2,0.4998164,-0.01174825,-0.003131162,0.676624
470.4,0.2,0.4886561,-0.01266819,-0.002701853,0.8504604
470.6,0.2,0.4650871,-0.01346709,-0.001921077,0.973778
470.8,0.2,0.4283036,-0.01409687,-0.000778908,1.027491
471.0,0.2,0.3780105,-0.0145141,0.0007110009,1.00412
471.2,0.2,0.3143899,-0.01468556,0.002511704,0.907606
471.4,0.2,0.2382015,-0.01458401,0.004565474,0.7509537
471.6,0.2,0.1507567,-0.01418787,0.006797481,0.5525933
471.8,0.2,0.05388106,-0.01347956,0.009119909,0.3324578
472.0,0.2,-0.05014253,-0.01244419,0.01143618,0.1086054
472.2,0.2,-0.158648,-0.01106967,0.01364492,-0.1050951
472.4,0.2,-0.2686696,-0.009348321,0.01564373,-0.3000529
472.6,0.2,-0.3770323,-0.007280028,0.01733262,-0.4729282
472.8,0.2,-0.4804465,-0.004876208,0.01861757,-0.6247476
473.0,0.2,-0.5756093,-0.00216378,0.01941412,-0.7594512
473.2,0.2,-0.6593133,0.0008118249,0.01965121,-0.88212
473.4,0.2,-0.7285636,0.003985384,0.01927502,-0.9970896
473.6,0.2,-0.7807031,0.007272781,0.0182526,-1.106166
473.8,0.2,-0.8135391,0.01057415,0.01657496,-1.207208
474.0,0.2,-0.8254661,0.01377895,0.01425924,-1.29342
474.2,0.2,-0.8155722,0.01677247,0.01134986,-1.353679
474.4,0.2,-0.7837193,0.01944304,0.007918233,-1.374123
474.6,0.2,-0.730587,0.02168924,0.004061282,-1.340933
474.8,0.2,-0.6576716,0.02342646,-0.0001014051,-1.243862
475.0,0.2,-0.5672386,0.02459237,-0.004431644,-1.079707
475.2,0.2,-0.4622284,0.02515056,-0.008777886,-0.8547165
475.4,0.2,-0.3461209,0.02509237,-0.01298148,-0.5850053
475.6,0.2,-0.2227697,0.02443633,-0.01688379,-0.2944748
475.8,0.2,-0.09621546,0.02322559,-0.02033386,-0.01042799
476.0,0.2,0.0295057,0.02152325,-0.02319623,0.2421951
476.2,0.2,0.1505464,0.01940629,-0.02535821,0.4464594
476.4,0.2,0.2634126,0.01695876,-0.0267362,0.5972826
476.6,0.2,0.3650982,0.01426505,-0.02728026,0.7021725
476.8,0.2,0.4531837,0.01140407,-0.02697653,0.7783504
477.0,0.2,0.5258943,0.008445029,-0.02584727,0.846834
477.2,0.2,0.5821194,0.005445245,-0.02394854,0.9250601
477.4,0.2,0.6213951,0.002449915,-0.0213658,1.020231
477.6,0.2,0.643855,-0.0005063476,-0.01820794,1.125528
477.8,0.2,0.6501567,-0.003396812,-0.01460042,1.220612
478.0,0.2,0.6413896,-0.006199419,-0.01067818,1.276557
478.2,0.2,0.6189803,-0.008894495,-0.00657846,1.264006
478.4,0.2,0.584561,-0.01146039,-0.002435767,1.162228
478.6,0.2,0.539888,-0.01387261,0.001623614,0.9663816
478.8,0.2,0.4867529,-0.01610385,0.005485738,0.6907457
479.0,0.2,0.4268998,-0.01812339,0.009051491,0.3668738
479.2,0.2,0.3619674,-0.01989758,0.01223835,0.03712485
479.4,0.2,0.2934527,-0.02139037,0.01498125,-0.2545944
479.6,0.2,0.2226963,-0.02256408,0.01723282,-0.4722872
479.8,0.2,0.1508873,-0.02338025,0.01896295,-0.5949881
480.0,0.2,0.07908518,-0.02380067,0.02015791,-0.6198298
480.2,0.2,0.008253226,-0.02378888,0.02081899,-0.5606253
480.4,0.2,-0.06070088,-0.0233123,0.02096082,-0.4428531
480.6,0.2,-0.1268835,-0.02234503,0.02060938,-0.2968601
480.8,0.2,-0.1893775,-0.02087143,0.0197998,-0.1513719
481.0,0.2,-0.2472149,-0.01889005,0.01857409,-0.02897146
481.2,0.2,-0.2993632,-0.01641756,0.01697897,0.05570494
481.4,0.2,-0.344731,-0.01349216,0.01506397,0.09534946
481.6,0.2,-0.3821939,-0.01017547,0.01287998,0.0880216
481.8,0.2,-0.4106433,-0.006552783,0.01047829,0.03517982
482.0,0.2,-0.429054,-0.002730802,0.007910322,-0.05928187
482.2,0.2,-0.4365678,0.001166781,0.005227874,-0.1887041
482.4,0.2,-0.4325832,0.00500579,0.002483763,-0.3425466
482.6,0.2,-0.4168444,0.008649365,-0.0002673847,-0.505512
482.8,0.2,-0.3895153,0.01196621,-0.002968497,-0.6579546
483.0,0.2,-0.3512322,0.01483832,-0.005559865,-0.7781283
483.2,0.2,-0.3031252,0.01716751,-0.007979633,-0.8460281
483.4,0.2,-0.2468051,0.01888016,-0.01016508,-0.8478082
483.6,0.2,-0.1843163,0.01993027,-0.01205466,-0.7793465
483.8,0.2,-0.1180577,0.02030093,-0.01359074,-0.6476515
484.0,0.2,-0.05067727,0.02000468,-0.01472263,-0.4694581
484.2,0.2,0.0150517,0.01908308,-0.01540982,-0.2672893
484.4,0.2,0.076353,0.01760567,-0.01562394,-0.06412646
484.6,0.2,0.1306186,0.0156686,-0.01535376,0.1216887
484.8,0.2,0.1755661,0.0133907,-0.01460641,0.2797853
485.0,0.2,0.2093468,0.01090825,-0.01340647,0.4084006
485.2,0.2,0.2306881,0.008367683,-0.01179722,0.5123047
485.4,0.2,0.2390045,0.005915785,-0.009839898,0.5988754
485.6,0.2,0.2344759,0.00368823,-0.007612097,0.6737334
485.8,0.2,0.2180809,0.001797633,-0.005205127,0.7374032
486.0,0.2,0.1915749,0.0003228585,-0.002720479,0.7840391
486.2,0.2,0.157404,-0.0006986611,-0.0002653575,0.8025312
486.4,0.2,0.1185557,-0.001274132,0.002052531,0.7795527
486.6,0.2,0.07835297,-0.001453353,0.004130707,0.7035737
486.8,0.2,0.04020892,-0.001321557,0.005877804,0.5686901
487.0,0.2,0.00736428,-0.0009881675,0.007219142,0.3772914
487.2,0.2,-0.01736585,-0.0005732222,0.008101516,0.1410042
487.4,0.2,-0.03181052,-0.0001935244,0.0084967,-0.1201903
487.6,0.2,-0.03460604,4.952662e-05,0.008403321,-0.380389
487.8,0.2,-0.02529015,7.894053e-05,0.00784687,-0.6112623
488.0,0.2,-0.00432277,-0.0001527893,0.006877858,-0.7860455
488.2,0.2,0.02696322,-0.0006625651,0.005568318,-0.8834563
488.4,0.2,0.06647095,-0.001438924,0.004007022,-0.8909724
488.6,0.2,0.1114945,-0.002446665,0.002293907,-0.8069181
488.8,0.2,0.1589041,-0.003632806,0.0005342325,-0.6408759
489.0,0.2,0.2053471,-0.004932905,-0.001167077,-0.4121503
489.2,0.2,0.2474509,-0.006277082,-0.002710535,-0.1463843
489.4,0.2,0.2820167,-0.007595306,-0.004006442,0.1290719
489.6,0.2,0.3061947,-0.008821768,-0.004978405,0.3899774
489.8,0.2,0.3176331,-0.009898289,-0.00556607,0.6189064
490.0,0.2,0.3145933,-0.01077673,-0.005727141,0.8067166
490.2,0.2,0.2960292,-0.01142045,-0.005438795,0.9512579
490.4,0.2,0.2616267,-0.01180473,-0.004698528,1.053711
490.6,0.2,0.211806,-0.0119163,-0.003524425,1.113859
490.8,0.2,0.1476894,-0.01175201,-0.001954812,1.126176
491.0,0.2,0.07103951,-0.01131694,-4.72172e-05,1.078538
491.2,0.2,-0.0158231,-0.01062214,0.002123413,0.9546179
491.4,0.2,-0.1101192,-0.009682479,0.004467233,0.7397169
491.6,0.2,-0.2087198,-0.00851481,0.00688269,0.4283854
491.8,0.2,-0.308262,-0.007136777,0.009260282,0.0312346
492.0,0.2,-0.4052688,-0.005566362,0.01148669,-0.4218125
492.2,0.2,-0.4962715,-0.003822164,0.01344914,-0.8836948
492.4,0.2,-0.5779308,-0.001924269,0.01503985,-1.298022
492.6,0.2,-0.6471542,0.0001045141,0.01616036,-1.610825
492.8,0.2,-0.7012033,0.002237349,0.01672576,-1.783059
493.0,0.2,-0.7377866,0.004442268,0.01666864,-1.800194
493.2,0.2,-0.7551318,0.006681509,0.01594267,-1.675888
493.4,0.2,-0.7520363,0.008911444,0.01452568,-1.448468
493.6,0.2,-0.7278944,0.01108317,0.01242212,-1.171048
493.8,0.2,-0.6827047,0.01314366,0.009664612,-0.8980345
494.0,0.2,-0.6170613,0.01503741,0.006314514,-0.6718161
494.2,0.2,-0.5321327,0.01670826,0.002461175,-0.5133399
494.4,0.2,-0.429632,0.01810122,-0.001780132,-0.4190686
494.6,0.2,-0.3117794,0.01916407,-0.006271714,-0.3648836
494.8,0.2,-0.1812555,0.01984866,-0.01085831,-0.3154301
495.0,0.2,-0.04114557,0.02011204,-0.01537315,-0.23585
495.2,0.2,0.1051299,0.01991746,-0.01964482,-0.102286
495.4,0.2,0.2538967,0.01923564,-0.02350469,0.09186024
495.6,0.2,0.4013214,0.01804639,-0.02679425,0.3353972
495.8,0.2,0.5435131,0.01634078,-0.02937211,0.6041034
496.0,0.2,0.6766304,0.01412367,-0.03112006,0.8686986
496.2,0.2,0.7969878,0.01141625,-0.03194808,1.103141
496.4,0.2,0.9011575,0.00825821,-0.031798,1.290593
496.6,0.2,0.9860661,0.004708887,-0.03064581,1.425509
496.8,0.2,1.049083,0.0008471262,-0.02850268,1.511771
497.0,0.2,1.088104,-0.003230477,-0.02541475,1.558174
497.2,0.2,1.101621,-0.007412863,-0.02146178,1.573245
497.4,0.2,1.088788,-0.01157904,-0.01675473,1.561367
497.6,0.2,1.049466,-0.01560338,-0.01143215,1.521415
497.8,0.2,0.9842517,-0.01936124,-0.005655621,1.448074
498.0,0.2,0.8944814,-0.02273434,0.0003959808,1.334974
498.2,0.2,0.7822067,-0.02561561,0.006533113,1.178263
498.4,0.2,0.6501437,-0.02791346,0.01256288,0.9792082
498.6,0.2,0.501594,-0.02955503,0.01829669,0.7449575
498.8,0.2,0.3403433,-0.03048877,0.02355768,0.4873694
499.0,0.2,0.170539,-0.03068595,0.02818755,0.2205119
499.2,0.2,-0.00344426,-0.03014108,0.03205219,-0.04218325
499.4,0.2,-0.1771498,-0.02887115,0.0350459,-0.2901681
499.6,0.2,-0.3461854,-0.02691356,0.03709389,-0.5168576
499.8,0.2,-0.5063674,-0.02432285,0.03815315,-0.7194834
500.0,0.2,-0.6538534,-0.02116674,0.03821184,-0.8980891
500.2,0.2,-0.7852562,-0.01752173,0.03728742,-1.054214
500.4,0.2,-0.8977324,-0.01346926,0.03542396,-1.189734
500.6,0.2,-0.9890402,-0.009092848,0.03268886,-1.306076
500.8,0.2,-1.057564,-0.004476659,0.02916941,-1.403743
501.0,0.2,-1.102309,0.0002944036,0.02496928,-1.481978
501.2,0.2,-1.122872,0.005133471,0.02020526,-1.538417
501.4,0.2,-1.119398,0.009950623,0.01500376,-1.568812
501.6,0.2,-1.092526,0.01465088,0.009498624,-1.567076
501.8,0.2,-1.043353,0.01913209,0.003828746,-1.526011
502.0,0.2,-0.97339,0.02328972,-0.001866677,-1.438877
502.2,0.2,-0.884531,0.02701866,-0.007450146,-1.301664
502.4,0.2,-0.7790275,0.03021767,-0.01278887,-1.115467
502.6,0.2,-0.6594564,0.03279437,-0.01775781,-0.8881378
502.8,0.2,-0.5286792,0.03467005,-0.02224257,-0.6343772
503.0,0.2,-0.3897889,0.03578372,-0.02614208,-0.3738518
503.2,0.2,-0.2460409,0.03609483,-0.02937087,-0.1275258
503.4,0.2,-0.1007731,0.03558483,-0.0318608,0.0869038
503.6,0.2,0.04267965,0.03425782,-0.03356231,0.2591433
503.8,0.2,0.1810733,0.03214046,-0.03444517,0.388663
504.0,0.2,0.3113369,0.02928181,-0.03449883,0.4843938
504.2,0.2,0.4306491,0.0257529,-0.03373244,0.5616887
504.4,0.2,0.5365076,0.021646,-0.03217479,0.6373782
504.6,0.2,0.6267942,0.01707316,-0.02987396,0.7244239
504.8,0.2,0.6998342,0.01216344,-0.02689684,0.8278599
505.0,0.2,0.7544531,0.007058495,-0.0233282,0.9433146
505.2,0.2,0.790024,0.001906575,-0.01926936,1.058548
505.4,0.2,0.806503,-0.003144905,-0.01483603,1.1574
505.6,0.2,0.8044438,-0.007957262,-0.01015545,1.22472
505.8,0.2,0.7849845,-0.01240804,-0.005362603,1.250542
506.0,0.2,0.749803,-0.01639708,-0.000595758,1.232094
506.2,0.2,0.7010386,-0.01985038,0.004008551,1.17312
506.4,0.2,0.641184,-0.02272149,0.008320751,1.081001
506.6,0.2,0.5729556,-0.02499045,0.01222335,0.9630513
506.8,0.2,0.4991513,-0.0266608,0.01561562,0.823636
507.0,0.2,0.4225087,-0.02775546,0.01841746,0.6633979
507.2,0.2,0.3455735,-0.02831198,0.02057234,0.4809801
507.4,0.2,0.2705872,-0.02837806,0.02204908,0.2765452
507.6,0.2,0.1994004,-0.02800725,0.02284239,0.05554655
507.8,0.2,0.1334151,-0.02725528,0.02297222,-0.1690417
508.0,0.2,0.07355679,-0.02617666,0.02248198,-0.3773481
508.2,0.2,0.02027712,-0.0248216,0.02143567,-0.5463407
508.4,0.2,-0.02641661,-0.02323334,0.01991416,-0.6556914
508.6,0.2,-0.06690586,-0.02144586,0.01801073,-0.6938366
508.8,0.2,-0.1018838,-0.01948264,0.01582611,-0.6620349
509.0,0.2,-0.1322612,-0.01735652,0.01346326,-0.5747866
509.2,0.2,-0.1590612,-0.01507119,0.01102215,-0.4561911
509.4,0.2,-0.1833098,-0.01262417,0.008594822,-0.333269
509.6,0.2,-0.2059344,-0.01001035,0.006261131,-0.2284198
509.8,0.2,-0.2276661,-0.007226011,0.0040854,-0.1535977
510.0,0.2,-0.2489404,-0.004282126,0.002114633,-0.1082637
510.2,0.2,-0.2699014,-0.001199604,0.0003775266,-0.08187026
510.4,0.2,-0.2903681,0.001984774,-0.001114537,-0.05999356
510.6,0.2,-0.3098541,0.005217355,-0.002365349,-0.03184359
510.8,0.2,-0.3276186,0.008428719,-0.003390671,0.003714244
511.0,0.2,-0.3427445,0.01153677,-0.004214395,0.03604735
511.2,0.2,-0.3542351,0.0144515,-0.004864532,0.04560623
511.4,0.2,-0.3611225,0.01708091,-0.005369485,0.01096892
511.6,0.2,-0.362574,0.01933755,-0.005754991,-0.08230474
511.8,0.2,-0.3579891,0.02114515,-0.006041992,-0.2342039
512.0,0.2,-0.3470746,0.02244463,-0.006245505,-0.4270535
512.2,0.2,-0.3298925,0.02319911,-0.006374477,-0.6280459
512.4,0.2,-0.3068738,0.0233972,-0.006432457,-0.7970368
512.6,0.2,-0.2787966,0.02305425,-0.006418882,-0.8972483
512.8,0.2,-0.2467316,0.02221128,-0.006330765,-0.9054433
513.0,0.2,-0.2119593,0.02093152,-0.006164549,-0.818235
513.2,0.2,-0.1758694,0.01929482,-0.005917937,-0.6524776
513.4,0.2,-0.1398507,0.01739063,-0.005591498,-0.4396897
513.6,0.2,-0.1051863,0.01531031,-0.005189864,-0.2164725
513.8,0.2,-0.07296154,0.01313985,-0.004722356,-0.01419503
514.0,0.2,-0.04399579,0.01095387,-0.00420291,0.148635
514.2,0.2,-0.01880096,0.008811775,-0.003649284,0.2689446
514.4,0.2,0.002430441,0.006756273,-0.003081618,0.356088
514.6,0.2,0.01981065,0.004814359,-0.002520565,0.4247212
514.8,0.2,0.03372001,0.003000154,-0.001985317,0.4864309
515.0,0.2,0.04475497,0.001318886,-0.001491901,0.5433496
515.2,0.2,0.05366765,-0.000228913,-0.001052093,0.5861684
515.4,0.2,0.06130339,-0.001643836,-0.0006731585,0.5972845
515.6,0.2,0.06854142,-0.002925239,-0.0003584781,0.557901
515.8,0.2,0.0762421,-0.00407036,-0.0001088584,0.4564302
516.0,0.2,0.08520241,-0.005074844,7.579637e-05,0.2950695
516.2,0.2,0.09612011,-0.005934303,0.0001948983,0.09206802
516.4,0.2,0.1095654,-0.006646421,0.0002460861,-0.1212596
516.6,0.2,0.1259585,-0.007213066,0.0002249243,-0.3078794
516.8,0.2,0.1455506,-0.007641964,0.0001254923,-0.4343613
517.0,0.2,0.1684072,-0.007947655,-5.823976e-05,-0.4791846
517.2,0.2,0.1943907,-0.00815159,-0.0003305108,-0.4374786
517.4,0.2,0.2231451,-0.00828136,-0.0006916909,-0.3209456
517.6,0.2,0.2540814,-0.008369142,-0.001136361,-0.1533748
517.8,0.2,0.2863686,-0.008449468,-0.001651811,0.03644376
518.0,0.2,0.3189337,-0.008556465,-0.002217098,0.221926
518.2,0.2,0.3504749,-0.008720707,-0.002802735,0.3837942
518.4,0.2,0.3794909,-0.008965936,-0.003371003,0.5118617
518.6,0.2,0.4043296,-0.009305913,-0.003876902,0.6036346
518.8,0.2,0.4232545,-0.009741806,-0.004269803,0.6610084
519.0,0.2,0.4345277,-0.01026052,-0.004495859,0.6868605
519.2,0.2,0.4365036,-0.01083434,-0.004501245,0.6830924
519.4,0.2,0.4277284,-0.01142221,-0.004236181,0.6508057
519.6,0.2,0.4070381,-0.01197259,-0.003659542,0.5921973
519.8,0.2,0.3736478,-0.01242781,-0.002743642,0.5128982
520.0,0.2,0.3272267,-0.01272918,-0.001478646,0.4232082
520.2,0.2,0.2679525,-0.01282245,0.0001240485,0.3371149
520.4,0.2,0.1965426,-0.01266253,0.002030029,0.2689401
520.6,0.2,0.1142575,-0.01221697,0.00418206,0.2285501
520.8,0.2,0.02287654,-0.0114677,0.006502331,0.2168457
521.0,0.2,-0.07535294,-0.01041076,0.008896502,0.2233906
521.2,0.2,-0.1777918,-0.009054626,0.01125903,0.2274506
521.4,0.2,-0.2815046,-0.007417295,0.0134791,0.2025996
521.6,0.2,-0.3833695,-0.00552324,0.01544649,0.1237941
521.8,0.2,-0.4801952,-0.003400755,0.01705691,-0.02512541
522.0,0.2,-0.5688373,-0.001080333,0.01821647,-0.2458151
522.2,0.2,-0.6463092,0.001405715,0.0188454,-0.5234918
522.4,0.2,-0.7098819,0.004022504,0.01888098,-0.8293472
522.6,0.2,-0.7571695,0.006731091,0.01828007,-1.12662
522.8,0.2,-0.7862019,0.009486834,0.01702124,-1.378518
523.0,0.2,-0.7954836,0.01223817,0.01510648,-1.555686
523.2,0.2,-0.7840416,0.01492621,0.01256241,-1.641195
523.4,0.2,-0.7514637,0.01748538,0.009440648,-1.631946
523.6,0.2,-0.6979273,0.01984497,0.00581713,-1.536566
523.8,0.2,-0.6242177,0.02193149,0.001790147,-1.370963
524.0,0.2,-0.5317341,0.02367137,-0.00252278,-1.153266
524.2,0.2,-0.4224793,0.02499391,-0.00698905,-0.8998277
524.4,0.2,-0.2990296,0.02583413,-0.01146582,-0.6233604
524.6,0.2,-0.1644842,0.02613549,-0.01580515,-0.3333698
524.8,0.2,-0.02239076,0.0258526,-0.01985911,-0.03816431
525.0,0.2,0.1233494,0.02495375,-0.02348466,0.2528051
525.2,0.2,0.2685947,0.0234233,-0.0265482,0.5275598
525.4,0.2,0.4090893,0.0212639,-0.02892974,0.7719968
525.6,0.2,0.5405983,0.01849818,-0.03052683,0.9721519
525.8,0.2,0.6590439,0.01516975,-0.03125815,1.117614
526.0,0.2,0.7606405,0.01134335,-0.03106686,1.204849
526.2,0.2,0.8420219,0.007103836,-0.02992345,1.239121
526.4,0.2,0.9003584,0.002554206,-0.02782797,1.23405
526.6,0.2,0.9334612,-0.002187437,-0.02481145,1.20862
526.8,0.2,0.9398696,-0.006991702,-0.02093635,1.182252
527.0,0.2,0.9189196,-0.01172232,-0.01629592,1.169252
527.2,0.2,0.8707908,-0.01624092,-0.01101243,1.174254
527.4,0.2,0.7965276,-0.02041205,-0.005234448,1.190069
527.6,0.2,0.6980321,-0.02410817,0.0008670289,1.198761
527.8,0.2,0.5780279,-0.02721449,0.007103336,1.175837
528.0,0.2,0.4399904,-0.02963352,0.01327389,1.096552
528.2,0.2,0.2880472,-0.0312889,0.01917283,0.9426642
528.4,0.2,0.1268481,-0.03212845,0.02459653,0.7078089
528.6,0.2,-0.03858995,-0.03212607,0.02935157,0.400003
528.8,0.2,-0.2030569,-0.03128225,0.03326306,0.04060326
529.0,0.2,-0.3613352,-0.02962335,0.03618257,-0.3399681
529.2,0.2,-0.5083868,-0.02719967,0.03799513,-0.7085154
529.4,0.2,-0.6395337,-0.02408258,0.03862474,-1.03564
529.6,0.2,-0.7506214,-0.02036114,0.03803791,-1.30085
529.8,0.2,-0.8381601,-0.01613868,0.03624485,-1.494957
530.0,0.2,-0.8994369,-0.01152942,0.03329854,-1.619374
530.2,0.2,-0.9325969,-0.006655496,0.02929163,-1.682798
530.4,0.2,-0.9366924,-0.001644259,0.02435188,-1.696521
530.6,0.2,-0.911701,0.00337427,0.01863647,-1.669886
530.8,0.2,-0.8585139,0.00826993,0.01232575,-1.607286
531.0,0.2,-0.7788969,0.01291511,0.005616837,-1.507504
531.2,0.2,-0.6754262,0.01718766,-0.001282808,-1.365442
531.4,0.2,-0.5514015,0.02097393,-0.00816159,-1.175496
531.6,0.2,-0.4107376,0.02417186,-0.01480986,-0.935363
531.8,0.2,-0.2578394,0.02669389,-0.02102583,-0.6489603
532.0,0.2,-0.09746255,0.02846949,-0.02662122,-0.3275106
532.2,0.2,0.06543555,0.02944739,-0.03142668,0.01155343
532.4,0.2,0.2258488,0.02959733,-0.03529652,0.3474699
532.6,0.2,0.378874,0.0289115,-0.03811291,0.6598849
532.8,0.2,0.5198572,0.02740566,-0.03978904,0.9323045
533.0,0.2,0.6445286,0.02511993,-0.04027139,1.154294
533.2,0.2,0.7491251,0.02211912,-0.03954098,1.321933
533.4,0.2,0.8304979,0.0184923,-0.03761386,1.436641
533.6,0.2,0.8862428,0.01434998,-0.03453562,1.502979
533.8,0.2,0.9147107,0.009823204,-0.03039064,1.526305
534.0,0.2,0.9150204,0.005060516,-0.02530288,1.511077
534.2,0.2,0.8871945,0.0002187701,-0.01942061,1.460252
534.4,0.2,0.8321263,-0.004542615,-0.01291913,1.375761
534.6,0.2,0.7515609,-0.00906912,-0.005996533,1.259601
534.8,0.2,0.6480462,-0.01321837,0.001131871,1.114881
535.0,0.2,0.5248541,-0.01686645,0.008240345,0.9462378
535.2,0.2,0.3858722,-0.01991261,0.01510067,0.7593447
535.4,0.2,0.2354701,-0.02228215,0.02149087,0.5596921
535.6,0.2,0.07834586,-0.02392722,0.02720404,0.3511772
535.8,0.2,-0.08064054,-0.0248259,0.0320569,0.135201
536.0,0.2,-0.2366387,-0.02498,0.03589712,-0.08917059
536.2,0.2,-0.3849758,-0.024412,0.03860921,-0.3238163
536.4,0.2,-0.5213135,-0.02316191,0.04011836,-0.56927
536.6,0.2,-0.6417874,-0.02128426,0.04039227,-0.822285
536.8,0.2,-0.7430978,-0.01884574,0.03943995,-1.074171
537.0,0.2,-0.8226523,-0.0159217,0.03731114,-1.310659
537.2,0.2,-0.8786938,-0.01259636,0.03409646,-1.513586
537.4,0.2,-0.9101268,-0.008962541,0.02991531,-1.664082
537.6,0.2,-0.9166045,-0.005119043,0.02491357,-1.746427
537.8,0.2,-0.8984961,-0.0011688,0.01925775,-1.751429
538.0,0.2,-0.8568337,0.002783483,0.01312884,-1.678351
538.2,0.2,-0.7932426,0.006634259,0.006716188,-1.534785
